"The results listed on this page are from residential homes in Chicago that have requested to have their water tested for lead. The results are anonymized to the block level, so the complete address of each home is not posted. In cases where a sample tests over 15 parts per billion (the action limit set by the EPA), the Department of Water Management will contact the homeowner to discuss the results and schedule a time to resample the water and inspect the home’s plumbing and electrical wiring to better evaluate possible causes.",,,,,,,,,,,,,,,,,,
Follow-Up Sequential Sampling,,Sequential Draws,,,,,,,,,,,Timed,,,,,
Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute
7/28/2021,36XX W Wrightwood Ave,6.51,7.81,10.70,11.00,11.50,11.00,11.80,12.30,13.90,14.00,19.50,6.21,5.12,4.59,4.23,,
12/1/2021,36XX W Wrightwood Ave,4.70,5.40,6.10,6.30,7.30,7.30,7.50,7.80,7.60,7.70,9.70,4.90,2.50,2.30,2.10,,
9/17/2019,37XX N Bell Ave,7.27,8.93,12.00,11.90,12.00,12.00,11.40,11.30,8.91,8.26,6.13,5.14,4.97,4.80,4.60,,
9/6/2019,37XX N Kostner Ave,4.20,4.32,7.00,7.42,8.45,10.30,10.80,13.40,,,15.30,17.10,12.30,3.78,3.34,,
7/22/2019,37XX N Lawndale ,3.01,3.27,3.87,4.5,5.08,4.88,5.09,8.4,11.2,12.1,7.79,2.69,2.65,2.43,2.42,,
12/2/2019,37XX N Leaveitt St,9.76,8.39,13.50,9.82,9.42,10.70,10.30,9.43,10.30,9.56,3.61,3.35,3.16,3.00,2.80,,
11/26/2016,37XX N Olcott Ave,8.58,3.73,9.87,7.31,5.03,9.98,6.04,6.09,6.71,10.8,1.27,1.02,,,,,
12/21/2018,37XX N Paulina ,8.22,7.82,9.15,8.3,6.82,6.05,6.04,5,4.68,2.95,1.89,1.75,,,,,
11/29/2019,37XX N Plainfield Ave,7.98,8.95,8.77,9.81,23.10,79.00,64.40,49.00,38.10,37.90,28.80,4.78,4.13,4.48,3.38,,
7/17/2019,37XX N Richmond ,6.32,5.72,4.09,3.95,10.6,19.2,20.6,20.2,12,13.6,4.56,3.77,,,,,
1/15/2019,37XX N Sacramento ,4.92,6.91,8.97,8.06,11.1,11.2,11.5,12,10.7,9.15,3.78,3.15,3.06,2.63,2.68,,
9/18/2019,37XX N Whipple St,2.91,4.15,5.39,6.61,6.93,7.15,7.40,7.19,7.02,7.65,8.59,43.70,8.55,6.36,5.63,,
10/20/2016,37XX N Whipple St,6.31,7.70,8.06,8.41,14.2,24.4,24.9,24,24.8,32.3,13.1,2.77,,,,,
11/4/2019,37XX S Lowe ,7.58,13.6,14.4,14,11.3,13.7,8.72,4.72,4.05,3.75,3.67,3.42,,,,,
12/28/2019,37XX S Union Ave,14.10,4.42,3.50,3.21,3.23,3.31,2.88,2.82,2.82,2.77,2.58,2.41,,,,,
3/6/2020,37XX S Wallace St,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,,,,
6/10/2019,37XX W 103Rd St,5.28,5.24,5.41,6.09,8.81,15.3,17.6,18.1,18.7,18.6,12.4,2.7,,,,,
10/13/2021,37XX W 50Th Pl,5.25,7.36,7.34,6.96,7.28,7.63,7.55,0.46,7.82,6.97,<1,<1,,,,,
10/12/2021,37XX W 54Th St,7.84,6.44,5.92,7.86,10.40,13.80,16.20,17.10,20.00,20.70,14.20,4.32,,,,,
3/12/2019,37XX W 60Th Pl,6.00,6.88,6.64,6.75,7.24,7.06,6.36,5.49,5.03,4.17,,,1.97,,,,
9/8/2021,37XX W 60Th Pl**,11.00,12.00,11.00,12.00,12.00,12.00,13.00,12.00,12.00,11.00,,,,9.60,,,
2/14/2019,37XX W Ohio ,7.40,8.14,8.18,8.05,8.98,8.88,8.57,8.18,8.33,11.7,13.9,9.39,6.67,6.04,5.17,,
5/31/2019,38XX N Albany ,<1,<1,<1,1.5,1.29,1.77,2.32,2.37,2.62,2.53,2.27,1.17,,,,,
9/17/2019,38XX N Avers Ave,14.90,21.80,26.90,25.00,26.70,29.10,21.40,20.30,15.30,10.10,8.20,7.56,,,,,
7/26/2019,38XX N Hoyne ,3.20,5.46,3.73,3.7,3.98,5,12,19.6,20.3,23.6,4.87,3.99,,,,,
11/19/2021,38XX N Janssen Ave,11.00,15.00,17.00,14.00,18.00,21.00,22.00,27.00,15.00,7.10,3.40,3.20,,,,,
4/15/2019,38XX N Kostner ,11.80,22.20,21.4,20.1,18.8,16,15.2,13.3,11.4,10.9,4.11,3.51,,,,,
4/15/2019,38XX N Kostner ,8.93,6.51,5.32,6.15,6.24,6.17,6.84,9.92,11.7,12,11.1,7.27,,,,,
6/9/2021,38XX N Lakewood Ave,5.80,14.00,15.00,18.00,19.00,19.00,18.00,16.00,14.00,12.00,,7.30,3.60,,,,
3/30/2022,38XX N Mozart Ave,123.00,27.20,14.20,9.87,12.00,12.60,18.20,26.20,24.60,26.90,2.79,2.09,,,,,
7/18/2019,38XX N Newland ,11.60,10.50,6.35,5.5,5.51,7.11,8.74,10.8,10.7,10.7,2.62,2.05,3.05,1.67,1.66,,
11/19/2019,38XX N Nordica ,7.63,3.63,3.64,3.42,2.96,3.89,8.35,14.1,16.6,15.4,9.77,1.81,,,,,
3/10/2022,38XX N Nottingham Ave,14.20,11.00,14.70,12.60,13.10,13.60,15.10,14.60,14.30,15.40,2.64,1.78,1.65,1.56,1.51,,
10/8/2019,38XX N Page Ave,2.86,7.93,11.00,12.40,12.60,12.30,9.40,8.21,7.48,7.17,3.41,2.67,,,,,
6/7/2019,38XX N Paris ,6.04,5.25,6.84,6.98,7.36,8.23,10.3,15.9,16.5,17.3,12.6,4,,,,,
7/18/2019,38XX N Paulina ,7.49,10.90,19.9,25.3,26.7,23.8,22,18.1,17,15.4,9.62,4.07,,,,,
6/18/2019,38XX N Sacramento ,5.61,13.30,11.9,15.3,11.1,12.6,17,21,23,22,12.1,3.64,,,,,
10/3/2018,38XX N Seeley Ave,19.20,29.50,32.1,32.7,31.1,34.7,26.6,22.4,20.8,18.6,15.6,6.82,6.57,6.26,5.78,,
2/20/2020,38XX S Calumet Ave,8.30,43.50,32.30,22.10,15.60,10.90,7.42,6.99,7.53,4.52,2.82,2.52,,,,,
11/29/2021,38XX W 61St Pl,19.50,23.10,31.80,30.40,28.00,27.00,27.80,26.50,24.40,24.80,21.70,10.60,12.40,12.10,9.42,,
1/6/2020,38XX W 65Th St,3.85,4.96,5.47,6.84,7.94,9.20,8.30,7.52,6.79,6.36,8.73,4.07,2.67,2.60,2.16,,
8/13/2021,38XX W 68Th St,1.21,1.11,<1,<1,<1,2.42,1.93,2.06,1.96,2.00,2.16,<1,,,,,
9/14/2021,38XX W 75Th Pl,4.60,4.90,3.40,3.30,4.40,8.10,8.50,7.90,8.40,9.10,2.60,2.10,1.90,1.90,1.80,,
7/12/2021,38XX W 80Th Pl,9.12,13.00,11.00,10.10,10.10,15.50,22.20,22.30,20.00,18.00,,,18.40,22.90,7.57,,
10/3/2019,38XX W Flournoy St,8.00,36.10,36.70,36.80,39.70,57.20,39.90,35.00,33.40,34.70,10.70,7.91,,,,,
5/17/2021,38XX W Grenshaw St,3.30,5.60,5.80,5.80,5.70,5.20,4.70,5.40,4.50,3.90,2.40,2.10,2.30,2.20,2.10,,
10/21/2020,3943 N Hermitage Ave,15.30,15.10,20.20,21.00,18.10,13.40,8.90,5.31,4.79,4.52,4.34,3.89,,,,,
3/13/2020,39XX N Francisco Ave,4.97,5.38,5.87,7.08,7.23,7.21,7.64,10.80,13.10,12.40,7.83,1.59,,,,,
9/15/2018,39XX N Keeler Ave,15.40,25.00,28.6,28.8,28.5,28.2,29.3,29.5,28.9,30.2,35.3,41,35.4,19.1,7.97,,
2/4/2019,39XX N Lowell ,5.89,6.71,6.62,6.74,8.16,11,12.2,12.8,12.9,13.2,12.3,11.5,8.26,2.51,2.13,,
6/7/2019,39XX N Mobile ,5.67,2.92,4.11,20.2,8.04,13.2,9.53,11.4,8.96,5.61,1.88,1.57,,,,,
11/20/2020,39XX N Mobile Ave,17.20,17.60,17.10,31.00,38.50,32.80,32.80,55.20,36.40,35.50,,13.60,7.02,6.40,6.02,5.50,
7/30/2021,39XX N Mozart St,2.53,3.64,6.98,10.70,12.30,17.10,19.20,20.10,20.60,15.40,,3.06,2.48,,,,
3/25/2019,39XX N Oakley ,<1,1.06,1,<1,<1,<1,1.16,1.14,1.13,1.23,1.21,<1,,,,,
1/21/2020,39XX N Oakley Ave,4.89,4.38,3.73,4.02,4.36,4.17,3.77,3.92,3.67,3.24,1.70,1.29,,,,,
2/11/2020,39XX N Oriole Ave,2.25,3.04,3.62,3.46,3.67,3.86,4.31,4.89,4.98,4.60,3.25,1.25,1.07,1.02,0.96,,
4/5/2022,39XX N Page Ave,4.03,3.10,1.56,1.47,1.52,1.73,1.61,1.78,1.87,2.41,1.94,1.06,,,,,
12/20/2019,39XX N Pioneer Ave,5.57,7.79,8.54,8.71,8.81,8.78,8.28,7.23,7.06,6.65,3.32,2.03,,,,,
9/27/2019,39XX N Ravenswood Ave,8.52,12.00,15.50,14.10,20.30,22.30,20.60,19.40,17.40,16.00,3.60,2.57,,,,,
12/19/2019,39XX N Whipple St,5.57,6.18,6.85,6.94,6.95,6.89,6.98,7.90,10.70,12.20,12.50,4.17,2.39,2.17,2.07,,
11/22/2021,39XX W 105Th St,5.00,7.10,8.30,11.00,12.00,14.00,13.00,12.00,11.00,11.00,8.40,2.10,,,,,
10/14/2021,39XX W 58Th Pl,6.38,4.82,7.11,7.89,11.20,28.70,22.20,24.20,20.90,15.80,12.60,5.40,4.70,4.43,4.16,,
5/3/2019,39XX W 64Th Pl,7.70,7.61,9.93,10.5,10.8,11.4,18.5,28.2,29.2,30.2,16.9,4.15,,,,,
5/21/2019,39XX W 84Th Pl,30.20,21.10,22.2,11.2,13.8,12.4,15.9,16.1,15.4,15.5,3.95,3.37,3.13,2.36,2.19,,
9/9/2021,39XX W Cornelia Ave,3.75,6.90,10.10,9.51,8.08,6.43,5.92,7.47,6.71,3.47,3.09,2.80,,,,,
8/13/2019,3XX E 89Th Pl,5.72,3.83,5.63,4,4.31,8.06,10.8,10.5,11.1,12.7,14.1,3.58,2.01,1.88,,,
7/18/2016,3XX E 89Th Pl**,35.40,27.80,20.8,28.4,20.6,17.8,20.7,24.6,20.8,19.9,8.4,7.24,,,,,
10/15/2021,3XX E 89Th Pl**,20.00,17.10,17.20,15.20,11.40,13.70,16.90,17.20,17.90,19.60,14.70,5.96,5.67,4.50,4.44,,
3/25/2016,3XX W 100Th Pl***,4.54,3.19,2.58,2.97,3.06,5.38,4.74,5.00,6.04,7.62,8.05,8.24,,,,,
5/12/2016,3XX W 100Th Pl***,3.66,4.71,4.34,4.26,5.75,5.78,8.67,14.80,16.80,,15.20,1.91,,,,,
6/10/2021,3XX W 100Th Pl***,4.26,5.92,6.28,7.78,10.80,11.60,11.20,9.21,9.31,12.80,,5.63,2.27,,,,
5/18/2017,3XX W Wellington Ave,30.20,2.11,<1,<1,<1,6.84,2.44,<1,<1,<1,1.01,7.96,,,,,
9/26/2018,3XX W Wisconsin Ave,5.39,5.39,5.54,5.47,5.6,5.84,5.76,6.1,6.55,8.78,18.6,19,11.9,4.28,2.79,,
6/15/2019,40XX N Hamlin ,7.26,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
2/7/2022,40XX N Keystone Ave,7.90,7.70,8.30,8.50,8.90,9.80,9.50,9.00,8.60,8.10,6.40,3.30,,,,,
3/13/2019,40XX N Kilbourn ,8.40,10.80,9.56,7.78,6.85,5.88,6.09,6.06,5.16,3.78,2.59,2.26,,,,,
11/27/2018,40XX N Kolmar Ave,5.47,5.80,5.63,5.66,6.02,11.5,18.6,13.6,10.3,9.63,9.09,1.88,,,,,
6/25/2019,40XX N Major ,1.06,1.00,1.9,2.19,1.93,1.78,2.03,1.84,2.5,2.62,<1,<1,<1,<1,<1,,
1/7/2019,40XX N Maplewood ,<1,1.23,1.25,1.44,1.52,1.7,1.47,1.39,1.24,1.05,<1,<1,,,,,
9/20/2019,40XX N Plainfield Ave,4.95,8.62,6.92,10.60,14.00,28.60,17.90,13.50,12.40,11.30,10.80,4.38,,,,,
11/26/2019,40XX S Campbell Ave,2.59,2.97,2.80,3.85,4.35,2.27,1.73,1.71,1.77,5.76,5.20,1.51,,,,,
6/23/2021,40XX S Campbell Ave,2.00,2.60,3.50,4.60,5.30,4.50,4.60,5.00,5.30,5.60,,2.60,2.50,,,,
10/4/2021,41XX N Bell Ave,4.68,4.52,4.39,5.56,11.20,17.60,11.50,10.20,11.70,25.80,13.00,3.22,,,,,
12/23/2019,41XX N Harding Ave,5.26,7.15,7.41,7.66,7.95,8.19,8.75,9.32,8.76,8.57,3.71,2.61,2.69,2.61,2.34,,
7/27/2019,41XX N Hermitage ,5.83,6.64,6.67,6.73,6.8,9.07,13,17.4,19.1,19.7,19.8,7.26,3.45,3.28,3.57,,
8/24/2021,41XX N Keeler Ave,8.36,9.66,10.90,10.40,12.00,12.70,23.20,14.60,15.80,15.40,11.40,4.67,4.55,4.00,4.18,,
7/9/2019,41XX N Kilbourn ,13.20,22.30,26.8,27.7,29.9,33,29.8,28.9,28.3,26.9,26.9,6.5,,,,,
2/24/2022,41XX N Kilbourn Ave,7.90,14.00,14.00,13.00,9.90,8.40,6.10,4.50,3.30,2.90,2.60,2.30,,,,,
11/28/2018,41XX N Lawndale Ave,12.30,6.00,7.12,5.79,5,4.71,4.64,4.29,2.5,1.96,1.69,1.68,,,,,
3/28/2019,41XX N Major ,7.05,9.60,8.51,8.31,7.92,15.4,27.9,30.3,21.8,19.9,16.5,2.87,,,,,
2/16/2019,41XX N Mason ,2.67,3.45,4.01,3.97,3.97,4.17,5.1,9.93,15.4,17.2,13.9,1.22,,,,,
9/8/2021,41XX N Mcvicker Ave,3.17,3.50,4.33,8.70,12.50,11.00,10.60,10.20,9.62,9.49,4.80,2.48,,,,,
6/8/2019,41XX N Springfield ,10.10,10.10,10.4,10.3,13.3,15.4,13.3,19.7,20.8,18,17.1,5.75,,,,,
9/15/2021,41XX N St Louis Ave,8.70,9.40,12.00,12.00,12.00,12.00,11.00,12.00,16.00,34.00,12.00,10.00,9.90,9.50,9.00,,
4/22/2019,41XX S Berkeley ,4.46,4.38,4.69,5.02,6.67,10.7,10.8,9.43,9.62,10,8.67,3.76,,,,,
5/18/2021,41XX S Berkeley Ave,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,
7/18/2019,41XX S Ellis ,22.00,29.00,31.3,28.6,26.8,25.5,24.4,23.5,22.3,20.8,22.3,15.6,14.9,14.1,14.4,,
1/4/2019,41XX W Addison ,9.39,9.07,10.7,10.8,13,14.3,18.4,20.6,22.6,23,19.6,4.63,,,,,
12/9/2019,41XX W Nelson St,1.43,1.06,0.73,0.77,0.81,0.81,0.72,0.75,0.73,0.68,0.67,0.64,,,,,
10/11/2019,41XX W Wellington Ave,2.29,2.07,2.41,1.73,2.18,2.25,2.53,2.60,2.26,2.61,2.61,21.60,4.29,1.40,1.39,,
8/18/2016,42XX N Avers Ave,<1,4.03,10.7,10.9,5.15,8.08,7.99,7.96,7.99,3.61,2.41,1.94,,,,,
8/19/2017,42XX N Avers Ave,6.03,11.30,9.70,11.4,11.80,13.30,14.20,8.24,6.24,5.67,5.51,5.18,,,,,
11/22/2021,42XX N Kedvale Ave,5.54,6.06,9.19,17.40,22.20,20.10,20.10,16.20,14.40,16.90,10.20,3.00,,,,,
12/8/2018,42XX N Mason Ave,16.00,10.40,7.56,7.8,7.65,12.6,14.6,14,19.7,29.1,25.2,4.07,3.45,2.85,1.86,,
2/24/2022,42XX N Meade Ave,2.80,3.00,3.30,3.30,3.40,3.70,9.90,13.00,13.00,14.00,12.00,1.50,,,,,
9/23/2019,42XX N Sacramento Ave,1.15,1.77,2.00,2.10,2.37,2.12,2.69,3.21,3.30,5.27,6.07,7.36,1.23,1.00,0.88,,
10/4/2021,42XX N Sawyer Ave,7.08,8.14,8.07,7.15,6.79,6.76,9.34,16.20,17.00,18.10,24.00,3.57,,,,,
11/28/2018,42XX S Indiana Ave,3.70,4.39,4.47,4.48,4.4,4.36,4.43,4.52,4.6,4.42,3.71,1.97,,,,,
12/6/2019,42XX S Prairie Ave,11.20,11.50,11.60,12.70,14.80,17.70,19.10,19.20,16.50,15.70,29.60,27.60,11.00,5.67,4.38,,
9/13/2019,42XX S Prairie Ave,17.20,23.90,22.50,24.90,25.90,31.00,34.40,31.90,27.60,31.20,19.40,12.00,,,,,
7/28/2021,42XX W Roscoe St,6.51,7.81,10.70,11.00,11.50,11.00,11.80,12.30,13.90,14.00,,19.50,6.21,5.12,4.59,4.23,
9/19/2018,42XX W Wellington Ave,6.06,9.66,9.16,8.65,8.36,8.02,9.14,15.4,17.1,19.2,4.81,4.2,,,,,
11/24/2021,43XX N Avers Ave,6.50,9.63,9.18,10.80,14.40,13.00,12.30,11.50,11.90,16.00,5.81,5.01,,,,,
3/9/2020,43XX N Bernard St,5.87,5.82,6.17,6.41,6.85,14.80,17.40,14.60,10.20,6.33,2.33,1.93,,,,,
1/20/2017,43XX N Harding Ave,5.30,8.44,9.10,7.88,11.70,15.80,31.50,37.20,21.30,21.70,10.9,2.12,,,,,
3/16/2022,43XX N Lowell Ave,3.10,3.30,3.70,3.80,3.80,4.00,4.00,4.10,4.00,4.00,4.40,9.90,2.70,1.40,1.30,,
11/9/2019,43XX N Ridgeway Ave,2.97,9.26,11.2,11.5,11.7,10.9,10.3,9.65,8.33,6.98,2.85,3.29,2.15,2.05,1.99,,
10/3/2019,43XX S Berkeley Ave,<1,1.67,<1,<1,<1,<1,<1,1.21,<1,<1,<1,<1,,,,,
3/4/2020,43XX S Forrestville Ave,6.95,8.03,7.25,6.79,7.50,7.67,7.69,7.72,7.68,11.60,20.90,4.28,2.97,2.92,2.76,,
7/27/2021,44XX N Bernard St,13.90,12.00,13.00,18.70,19.40,25.20,26.50,28.80,28.50,25.20,,15.30,5.37,7.00,4.79,4.65,
8/9/2019,44XX N Cicero ,3.04,4.19,10.8,10.1,8.51,6.86,7.24,7.2,11.1,13,4.44,3.83,,,,,
10/7/2017,44XX N Damen Ave,7.04,18.30,29.70,24.9,22.70,21.20,20.10,21.10,20.50,19.90,9.64,8.98,,,,,
7/27/2021,44XX N Drake Ave,9.06,18.00,18.20,17.20,17.60,29.50,33.90,33.70,24.80,12.20,,,5.97,,,,
10/20/2021,44XX N Francisco Ave,1.70,3.56,3.61,3.01,2.89,2.78,3.00,3.12,4.66,8.57,10.40,2.17,,,,,
5/31/2019,44XX N Lacrosse ,6.79,7.70,6.73,5.9,9.61,16.2,15.3,15.6,15.3,14.5,13.8,2.8,,,,,
2/24/2022,44XX N Marmora Ave,3.10,4.10,5.70,5.60,6.00,6.60,7.00,6.50,5.70,4.40,1.60,1.40,,,,,
8/9/2021,44XX N Mason Ave,5.02,6.39,9.31,10.50,14.80,17.00,14.00,15.00,17.30,16.90,5.31,4.94,,,,,
12/6/2018,44XX N Mcvicker ,2.26,2.52,1.99,1.57,1.69,1.44,1.36,1.43,1.63,1.48,1.02,<1,,,,,
2/23/2019,44XX N Menard ,3.12,3.23,3.2,3.88,4.09,4.14,4.9,6.45,7.71,8.88,9.62,5.51,,,,,
4/7/2018,44XX N Menard Ave,3.73,5.10,5.41,4.63,5.14,5.35,6.08,7.04,10.30,14.40,19.9,4.01,,,,,
11/30/2016,44XX N Monticello Ave,4.62,5.74,6.47,6.58,6.27,11.3,22.8,25,20.6,16.1,13.9,3.3,,,,,
8/26/2019,44XX N Mozart St,12.90,14.30,16.10,18.00,19.10,18.90,18.20,17.80,22.70,43.80,10.20,4.85,,,,,
10/21/2019,44XX N Richmond ,4.83,5.12,6.11,5.52,5.7,5.74,6.47,11.3,14.8,16.5,,17.8,14.3,3.93,3.15,,
7/30/2018,44XX N Sawyer Ave,13.70,10.00,6.46,4.92,5.07,4.7,4.2,4.25,3.98,10.6,3.1,2.89,,,,,
1/7/2020,44XX S Drake Ave,6.61,7.13,7.86,8.14,7.75,7.93,6.62,9.75,16.00,17.50,12.20,12.30,3.26,2.72,2.65,,
11/25/2019,44XX S Emerald Ave,2.06,2.35,3.52,4.13,4.22,4.75,7.47,9.09,8.98,8.33,7.35,1.66,,,,,
10/27/2019,44XX W 81St Pl,9.09,7.13,6.95,6.83,6.63,6.17,6.66,9.11,9.44,9.41,11.8,6.43,,,,,
6/17/2019,44XX W Ainslie ,2.61,3.54,2.89,2.53,3.19,4.12,4.75,4.88,4.69,4.47,4.18,2.07,,,,,
11/6/2018,44XX W Jackson Blvd,8.27,10.50,18.2,19.4,14.2,11.6,10.1,9.56,9.33,9.87,7.57,4.04,3.86,3.62,3.38,,
10/22/2016,44XX W Leland Ave,7.56,7.38,8.35,8.71,9.41,9.27,8.98,10.5,12.5,14.3,24.8,2.97,,,,,
11/7/2019,45XX N  Richmond Ave,4.72,5.76,6.18,6.55,11.2,15.3,11.1,10.4,10.4,9.95,3.51,2.69,,,,,
3/17/2022,45XX N Beacon St,4.80,5.80,7.60,7.60,7.20,7.20,7.20,14.00,14.00,10.00,7.40,3.10,2.90,2.80,2.70,,
7/19/2019,45XX N Bernard ,4.64,5.22,9.26,6.44,6.38,6.45,6.56,7.06,6.81,7.63,20.7,4.2,,,,,
10/28/2019,45XX N Harding ,5.23,5.16,4.89,5.49,5.34,7.35,10.3,14,11.6,12,6.98,3.74,,,,,
3/17/2022,45XX N Kenneth Ave,9.10,13.00,29.00,29.00,25.00,24.00,21.00,17.00,18.00,18.00,4.20,3.50,,,,,
11/7/2018,45XX N Kostner Ave,1.44,2.01,1.65,1.45,1.5,1.38,1.37,2.66,1.38,1.41,1.45,1.1,1.09,1.22,1.17,,
9/12/2019,45XX N Leaveitt St,21.40,43.00,44.50,30.20,35.50,32.00,29.30,28.30,26.90,26.30,31.10,8.89,7.14,6.76,6.30,,
3/1/2017,45XX N Malden St,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
9/10/2019,45XX N Meade Ave,3.60,3.73,3.70,3.69,3.95,4.05,4.27,4.11,4.13,4.18,14.40,2.61,2.18,1.93,1.86,,
11/1/2019,45XX N Melvina ,10.4,12.4,11.4,12.5,20.8,24.2,22.8,23.9,22,17.4,17,12.3,4.27,4,3.87,,
7/28/2018,45XX N Merrimac Ave,227.00,61.20,42.6,45.9,36.6,28.5,25.3,22,20.4,18.5,8.04,7.86,,,,,
4/7/2022,45XX N Sacramento Ave,5.38,7.05,7.69,9.25,10.60,10.90,10.70,10.00,8.20,6.99,2.13,<1,,,,,
1/4/2018,45XX N Springfield Ave,6.82,6.64,4.39,4.36,4.86,6.07,7.22,7.45,8.26,8.56,4.6,1.92,,,,,
8/31/2021,45XX N Virginia Ave,<1,1.71,2.03,2.27,2.77,3.04,3.32,3.38,3.41,3.88,4.51,3.72,<1,<1,<1,,
6/13/2018,45XX N Virginia Ave,4.28,4.54,4.94,5.78,6.26,6.52,6.92,6.97,7.73,7.11,10.1,15.6,,,,,
7/18/2019,45XX S Greenwood** ,1.25,1.05,<1,<1,<1,<1,<1,1.14,1.25,1.04,<1,<1,<1,<1,<1,,
10/29/2019,45XX S Greenwood** ,0.716,0.48,0.476,0.477,0.446,0.503,0.524,0.571,0.623,0.542,0.562,0.541,0.539,0.496,0.487,,
2/7/2022,45XX S Lacrosse Ave,3.50,4.00,3.70,3.40,3.40,3.40,5.60,11.00,11.00,11.00,9.70,1.20,1.10,1.20,1.10,,
6/21/2021,45XX S Lacrosse Ave,3.60,5.60,4.50,3.70,3.60,4.60,5.80,6.10,6.20,6.50,,,,,,,
6/3/2019,45XX W Altgeld St,20.00,31.90,38.3,38.8,34.7,30,26.4,24.9,23.5,21.8,,,14.5,9.4,9.07,,
5/17/2021,45XX W Maypole Ave,11.00,28.00,27.00,32.00,28.00,24.00,22.00,21.00,22.00,22.00,,,8.40,6.20,5.60,5.30,
1/14/2020,45XX W Schubert Ave,7.23,9.49,9.99,10.00,15.80,7.32,12.00,2.63,12.80,6.10,12.20,2.09,,,,,
10/19/2021,46XX N Avers Ave,4.25,5.57,10.20,11.30,11.70,13.20,13.00,13.40,17.20,17.40,5.28,4.63,,,,,
1/22/2020,46XX N Kasson Ave,14.10,32.10,4.78,2.97,6.61,8.69,2.59,2.10,2.04,1.86,1.57,1.49,,,,,
11/30/2021,46XX N Knox Ave,5.70,6.20,6.20,6.20,6.50,6.10,6.00,6.20,6.50,6.50,6.10,3.40,2.80,2.60,2.50,,
2/8/2019,46XX N Kostner ,5.36,5.94,7.42,7.84,7.86,8.24,8.41,8.36,8.06,6.51,4.13,2.11,,,,,
8/2/2018,46XX N Laramie Ave,9.41,9.40,16,14.8,17.7,18.2,16.4,16,15,16.4,10.8,3.34,,,,,
10/27/2021,46XX N Winchester Ave,15.00,15.00,23.00,25.00,25.00,22.00,20.00,19.00,16.00,13.00,12.00,16.00,17.00,15.00,7.40,,
7/16/2016,46XX N Winchester Ave,7.60,28.60,27.5,21.2,20.8,16.4,17.7,17.8,15.9,11.6,10.7,8.17,,,,,
9/1/2021,46XX S Ashland Ave,3.86,6.00,5.73,5.74,5.43,5.36,6.11,7.57,13.40,22.20,,10.90,4.57,4.22,3.86,,
7/16/2021,46XX S Avers Ave,1.37,1.70,2.91,1.63,1.92,1.55,1.72,2.18,4.52,6.10,,1.57,<1,<1,<1,<1,
3/8/2019,46XX S Hermitage Ave,12.40,15.90,6.36,4.94,3.93,3.6,3.39,2.97,2.82,2.93,2.17,1.88,,,,,
1/25/2022,46XX W Addison St,9.80,11.00,11.00,11.00,12.00,11.00,1.00,12.00,13.00,13.00,7.70,4.60,4.20,4.10,4.00,,
5/13/2019,47XX N Chester ,10.60,10.90,11.3,10.8,11.6,21,24.4,25.5,28.7,25.9,4.03,2.52,,,,,
2/8/2022,47XX N Karlov Ave,27.00,6.40,7.50,7.50,6.50,7.30,10.00,14.00,15.00,15.00,16.00,6.10,2.20,1.70,1.60,,
3/31/2022,47XX N Kewanee Ave,1.02,<1,1.07,1.68,2.86,1.90,1.13,1.16,<1,<1,<1,<1,,,,,
6/1/2021,47XX S Champlain Ave,1.67,2.23,1.49,1.50,1.48,1.47,1.49,1.51,1.58,1.51,,2.04,1.62,1.38,1.31,1.21,
7/29/2016,47XX S Greenwood Ave**,9.93,9.50,8.34,9.71,10.5,8.19,10.4,12.6,13.5,13.3,16.5,16.6,,,,,
1/6/2017,47XX S Greenwood Ave**,8.50,8.03,7.71,6.93,6.49,6.39,6.58,6.72,6.82,6.98,8.84,5.9,,,,,
1/31/2020,47XX S Kenwood Ave,5.61,6.55,5.47,5.61,6.68,9.25,8.27,7.01,7.23,7.59,2.57,1.37,1.34,1.28,1.17,,
5/7/2018,47XX S Kimbark Ave*,8.55,6.48,4.72,4.61,4.68,4.89,4.89,4.92,5.05,4.86,5.28,4.89,4.34,4.28,4.44,,
4/25/2017,47XX S Kimbark Ave***,21.80,31.20,44.80,40.3,41.40,40.10,39.50,39.40,39.60,39.10,29.4,11.2,10.6,9.63,9.42,,
8/4/2017,47XX S Kimbark Ave***,25.50,32.30,47.30,50.9,50.30,46.20,43.60,43.80,45.60,42.80,30.5,17.1,15.8,15.5,15,14.5,
9/20/2021,47XX W Addison St,2.21,2.51,3.27,4.24,4.71,4.55,4.36,4.02,3.10,4.25,4.60,3.24,1.76,1.73,1.43,,
11/14/2019,47XX W Race Ave,22.9,12.9,20.8,17.6,16.5,16.3,16.8,23.1,26.9,22.3,12,5.62,5.25,4.97,4.59,,
