CAMNT,sm001,sm002,sm003,sm004,sm005,sm008,sm009,sm010,sm011,sm012,sm013,sm016,sm017,sm018,sm019,sm020,sm024,sm025,sm026,sm027
CAMNT_0024172667,19,11,16,9,14,28,8,10,7,11,14,34,18,10,11,14,19,22,20,5
CAMNT_0024172739,7,18,16,8,11,19,27,14,12,8,11,17,13,11,4,11,9,9,8,6
CAMNT_0024172741,20,11,10,13,7,17,11,23,10,18,7,15,9,18,10,7,13,14,4,8
CAMNT_0024172743,18,19,17,17,23,22,24,13,9,10,23,22,19,13,14,23,21,18,22,15
CAMNT_0024172745,21,31,22,19,16,18,15,13,3,35,16,30,12,25,11,16,24,16,9,16
CAMNT_0024172751,13,14,26,30,29,3,3,21,19,26,29,6,3,13,29,29,5,6,9,22
CAMNT_0024172763,100,66,17,44,50,66,45,46,19,47,50,83,42,80,32,50,78,70,40,19
CAMNT_0024172769,14,6,9,11,10,4,5,10,7,7,10,13,17,15,8,10,5,10,8,12
CAMNT_0024172837,36,112,9,20,7,25,35,81,7,30,7,43,51,80,23,7,32,45,50,19
CAMNT_0024172871,8,19,9,21,11,17,7,19,5,12,11,18,10,11,14,11,2,15,19,1
CAMNT_0024172873,21,20,8,18,16,17,9,19,8,14,16,35,10,16,11,16,20,18,12,15
CAMNT_0024172945,15,33,8,19,33,23,29,25,19,4,33,26,13,19,12,33,22,17,10,13
CAMNT_0024172947,17,17,25,37,44,39,19,28,26,31,44,38,46,30,24,44,21,16,25,14
CAMNT_0024172959,23,62,46,47,40,15,49,62,27,39,40,41,46,21,54,40,40,53,36,59
CAMNT_0024172981,47,67,18,69,61,56,62,45,39,39,61,84,71,71,47,61,38,37,33,24
CAMNT_0024172985,4,12,41,62,53,7,5,7,48,57,53,14,9,17,76,53,9,5,15,31
CAMNT_0024173003,11,17,13,17,7,9,3,6,8,13,7,14,13,6,8,7,11,8,10,3
CAMNT_0024173021,20,28,15,26,27,32,20,23,20,24,27,32,40,16,30,27,21,24,17,30
CAMNT_0024173025,17,10,5,16,12,10,12,6,10,7,12,17,14,6,4,12,8,12,16,8
CAMNT_0024173049,54,40,25,57,52,62,36,59,12,20,52,100,49,34,33,52,46,53,50,30
CAMNT_0024173085,16,9,14,22,18,15,7,15,16,15,18,29,6,11,9,18,9,20,22,9
CAMNT_0024173101,42,38,21,33,42,43,40,53,31,26,42,81,46,32,35,42,46,47,50,19
CAMNT_0024173155,21,25,16,24,17,20,17,25,18,18,17,19,17,16,17,17,7,23,18,14
CAMNT_0024173177,12,12,8,16,9,10,6,16,20,12,9,12,11,11,15,9,5,14,13,4
CAMNT_0024173193,4,7,4,17,15,20,3,8,7,6,15,23,8,9,1,15,10,7,5,4
CAMNT_0024173197,10,23,20,14,9,16,8,25,9,13,9,27,11,12,12,9,10,12,20,4
CAMNT_0024173211,15,25,28,9,12,14,14,15,10,23,12,11,13,16,21,12,22,12,27,22
CAMNT_0024173219,13,14,11,15,16,11,7,8,9,19,16,18,13,13,23,16,12,16,22,15
CAMNT_0024173229,15,22,8,12,9,13,17,15,6,9,9,28,23,8,7,9,13,23,15,7
CAMNT_0024173255,4,16,10,12,9,7,8,12,9,7,9,22,13,12,7,9,14,13,4,4
CAMNT_0024173257,27,28,13,28,9,25,19,27,6,8,9,30,10,11,12,9,15,11,8,11
CAMNT_0024173261,15,32,15,36,29,13,15,40,11,33,29,15,18,32,37,29,25,22,24,24
CAMNT_0024173305,1,52,52,64,24,5,8,37,34,48,24,4,8,28,52,24,3,5,29,39
CAMNT_0024173317,10,25,33,27,3,8,4,18,2,29,3,5,4,15,36,3,2,6,7,21
CAMNT_0024173323,76,43,18,33,45,55,27,28,27,30,45,125,38,32,59,45,23,23,44,15
CAMNT_0024173331,11,39,19,18,2,1,12,30,2,12,2,4,11,24,14,2,3,9,12,7
CAMNT_0024173335,18,21,13,20,17,15,11,17,13,16,17,21,11,8,19,17,12,15,4,14
CAMNT_0024173359,10,18,4,13,13,14,10,21,3,7,13,6,12,13,6,13,12,8,14,6
CAMNT_0024173375,11,13,11,17,16,8,14,11,6,10,16,25,12,15,10,16,7,16,6,11
CAMNT_0024173403,81,70,36,255,284,136,48,46,68,46,284,155,71,54,50,284,105,67,31,22
CAMNT_0024173411,7,14,12,21,14,10,10,8,15,16,14,10,12,17,13,14,10,9,10,15
CAMNT_0024173417,6,14,10,11,6,14,6,24,16,17,6,16,12,11,13,6,10,14,9,3
CAMNT_0024173443,42,37,18,32,42,40,23,24,22,38,42,42,22,14,22,42,49,44,11,11
CAMNT_0024173445,96,109,45,327,370,225,117,87,133,53,370,314,171,129,82,370,187,144,86,63
CAMNT_0024173453,199,138,183,145,134,292,247,358,307,320,134,515,271,275,440,134,452,448,355,145
CAMNT_0024173457,9,15,12,12,6,9,11,5,5,9,6,10,9,16,12,6,10,9,16,8
CAMNT_0024173461,15,26,13,22,19,14,9,14,17,13,19,42,22,18,9,19,13,10,17,13
CAMNT_0024173487,20,15,12,15,15,17,14,13,9,15,15,24,19,17,15,15,10,18,12,6
CAMNT_0024173533,12,16,15,14,7,5,2,11,6,14,7,5,7,11,17,7,5,9,14,4
CAMNT_0024173543,12,15,11,8,13,8,6,15,10,14,13,21,5,8,10,13,8,10,7,7
CAMNT_0024173547,157,196,181,267,330,286,206,190,158,175,330,462,259,278,215,330,213,206,157,142
CAMNT_0024173577,43,59,69,65,50,55,53,78,56,55,50,54,46,56,87,50,45,56,68,48
CAMNT_0024173599,11,21,18,16,17,8,20,16,13,7,17,18,10,9,10,17,13,21,10,4
CAMNT_0024173621,19,11,7,16,14,14,9,12,7,10,14,18,10,13,8,14,10,7,17,8
CAMNT_0024173649,13,17,7,18,12,8,9,10,6,12,12,15,11,15,13,12,10,6,8,8
CAMNT_0024173667,13,25,16,19,8,3,18,24,6,20,8,21,17,10,16,8,14,9,22,7
CAMNT_0024173675,9,12,6,17,17,16,11,14,18,9,17,20,8,14,11,17,15,14,4,6
CAMNT_0024173677,11,20,14,29,13,21,8,18,10,20,13,26,5,32,16,13,13,7,14,13
CAMNT_0024173689,9,17,13,9,16,17,6,7,2,5,16,13,19,12,7,16,4,15,6,5
CAMNT_0024173699,18,15,19,18,22,21,7,24,17,26,22,19,13,21,22,22,15,19,18,17
CAMNT_0024173723,9,31,53,74,57,14,13,19,34,52,57,4,12,35,76,57,23,18,33,42
CAMNT_0024173735,15,29,19,27,15,14,7,19,13,12,15,22,20,9,23,15,15,21,14,17
CAMNT_0024173751,10,16,11,10,10,7,2,10,8,8,10,16,9,11,6,10,7,15,7,10
CAMNT_0024173753,18,18,16,27,11,16,21,21,10,17,11,24,26,14,28,11,19,22,18,10
CAMNT_0024173759,13,4,4,14,10,6,6,14,3,7,10,24,8,10,10,10,14,14,21,12
CAMNT_0024173783,8,36,67,102,96,12,9,36,33,68,96,4,13,30,70,96,5,5,18,46
CAMNT_0024173811,127,119,127,16,19,5,10,12,10,8,19,43,28,6,25,19,10,19,30,16
CAMNT_0024173815,18,11,14,25,16,38,23,13,14,8,16,37,16,28,19,16,14,17,7,10
CAMNT_0024173839,34,45,20,57,18,18,64,56,8,57,18,34,23,64,64,18,58,65,36,44
CAMNT_0024173851,7,20,17,21,9,4,17,32,34,24,9,13,8,26,31,9,9,17,25,27
CAMNT_0024173885,12,40,40,53,35,4,5,27,16,49,35,16,11,23,40,35,7,8,29,24
CAMNT_0024173937,172,159,176,176,218,153,127,132,142,182,218,249,168,222,217,218,151,125,134,143
CAMNT_0024173945,44,21,27,46,42,24,33,38,23,31,42,88,39,19,34,42,32,39,33,24
CAMNT_0024174059,27,17,10,17,15,21,19,19,11,14,15,27,14,11,11,15,21,14,10,5
CAMNT_0024174113,41,29,20,40,28,39,36,22,39,31,28,53,24,39,28,28,36,32,19,30
CAMNT_0024174151,18,18,32,16,22,9,6,22,28,9,22,26,13,14,47,22,19,17,22,14
CAMNT_0024174183,17,8,7,16,11,9,13,10,19,13,11,17,8,7,16,11,5,13,8,17
CAMNT_0024174193,29,58,113,78,42,35,29,59,49,202,42,54,54,78,222,42,42,34,53,124
CAMNT_0024174355,11,15,19,13,14,26,12,21,12,7,14,9,6,5,12,14,7,10,13,5
CAMNT_0024174407,6,8,7,2,19,21,9,5,8,3,19,42,3,6,4,19,13,17,8,2
CAMNT_0024174411,36,60,31,60,35,77,39,47,23,39,35,87,75,34,67,35,63,52,57,13
CAMNT_0024174423,93,112,121,159,168,180,128,65,108,110,168,181,124,109,148,168,136,134,99,44
CAMNT_0024174445,26,31,16,34,24,27,28,24,29,28,24,28,32,26,28,24,30,21,28,32
CAMNT_0024174455,10,22,26,58,35,4,9,24,22,37,35,12,20,14,59,35,3,14,20,31
CAMNT_0024174467,4,7,11,11,12,7,5,9,10,13,12,11,18,11,13,12,7,11,7,6
CAMNT_0024174513,10,16,8,17,11,12,9,6,4,18,11,14,12,6,10,11,7,12,9,3
CAMNT_0024174549,10,16,5,15,12,2,11,6,6,14,12,20,27,7,9,12,19,13,9,5
CAMNT_0024174573,12,12,25,30,9,6,8,11,17,24,9,17,12,12,37,9,12,3,4,23
CAMNT_0024174607,10,13,13,20,9,8,9,13,4,12,9,9,17,8,11,9,8,16,8,12
CAMNT_0024174613,19,32,48,63,22,15,34,30,34,72,22,14,35,39,74,22,26,25,28,25
CAMNT_0024174615,10,21,12,12,11,19,19,18,5,11,11,27,8,8,5,11,21,14,4,12
CAMNT_0024174619,1,18,8,36,41,15,3,6,7,6,41,4,10,11,7,41,5,10,12,2
CAMNT_0024174713,26,47,34,37,23,21,19,36,38,26,23,31,23,20,34,23,25,30,23,10
CAMNT_0024174761,3,62,28,19,6,5,1,65,20,24,6,8,5,63,36,6,0,6,35,15
CAMNT_0024174777,17,9,6,22,5,20,8,14,8,14,5,23,9,13,2,5,6,9,11,2
CAMNT_0024174779,13,11,5,9,17,10,10,7,3,5,17,13,10,5,7,17,12,8,4,7
CAMNT_0024174793,15,21,15,24,21,16,9,10,19,17,21,23,13,23,19,21,11,19,18,11
CAMNT_0024174823,12,10,9,8,11,11,15,7,10,5,11,12,8,9,7,11,7,16,6,1
CAMNT_0024174915,15,27,8,27,17,9,19,16,9,24,17,13,11,15,14,17,15,28,22,13
CAMNT_0024174925,16,16,2,21,25,31,9,15,10,7,25,49,16,4,14,25,22,21,11,11
CAMNT_0024174985,11,29,26,25,14,17,8,18,6,17,14,18,12,4,12,14,14,7,6,24
CAMNT_0024175005,27,44,14,17,10,12,2,30,10,8,10,10,11,18,23,10,18,18,16,25
CAMNT_0024175029,14,16,15,29,28,27,19,22,12,27,28,23,19,13,11,28,24,19,18,10
CAMNT_0024175037,15,11,11,14,10,4,6,19,8,17,10,5,4,6,14,10,10,13,8,9
CAMNT_0024175217,9,9,8,12,13,5,5,14,7,8,13,16,8,8,9,13,13,17,5,7
CAMNT_0024175257,14,14,20,26,12,7,6,11,11,12,12,9,11,8,6,12,9,8,6,7
CAMNT_0024175265,12,13,9,9,12,13,10,17,4,9,12,21,6,16,14,12,4,11,15,10
CAMNT_0024175533,14,19,13,20,20,10,21,14,14,7,20,22,23,14,15,20,8,7,12,3
CAMNT_0024175543,11,12,16,9,9,25,17,13,15,20,9,16,10,7,7,9,22,18,2,6
CAMNT_0024175567,91,107,26,83,48,58,44,77,26,23,48,73,65,73,51,48,63,66,57,23
CAMNT_0024175585,12,12,5,15,20,15,6,10,8,12,20,34,11,11,5,20,9,17,14,9
CAMNT_0024175615,17,18,11,7,5,14,9,15,3,15,5,10,10,2,8,5,9,10,4,6
CAMNT_0024175631,17,17,9,12,16,6,7,13,5,13,16,15,8,11,11,16,8,12,3,5
CAMNT_0024175685,30,26,12,58,64,50,23,36,22,19,64,68,27,39,15,64,24,25,31,21
CAMNT_0024175715,32,63,39,62,26,42,32,63,22,47,26,69,34,47,57,26,37,30,30,40
CAMNT_0024175721,10,14,13,9,9,5,13,9,10,10,9,11,15,16,13,9,12,13,13,10
CAMNT_0024175763,30,24,23,29,22,16,22,11,11,14,22,35,17,13,10,22,13,16,16,10
CAMNT_0024175773,77,72,44,94,110,84,65,60,72,60,110,138,98,57,72,110,69,72,38,46
CAMNT_0024175843,30,82,22,34,17,22,34,64,19,24,17,25,26,38,15,17,16,31,48,8
CAMNT_0024175847,21,94,45,34,7,10,29,102,16,66,7,21,24,90,76,7,5,22,58,49
CAMNT_0024175857,7,10,8,14,15,6,14,6,5,4,15,11,3,3,4,15,13,16,9,6
CAMNT_0024175883,14,6,20,6,10,16,13,14,18,3,10,17,21,30,5,10,11,18,19,17
CAMNT_0024175937,55,48,28,50,51,46,48,45,27,30,51,48,62,25,37,51,28,40,35,25
CAMNT_0024175985,12,50,24,26,3,3,15,45,13,29,3,6,7,18,37,3,1,15,26,23
CAMNT_0024176023,7,10,11,7,10,9,11,16,9,6,10,20,8,9,14,10,9,8,13,6
CAMNT_0024176037,32,29,15,47,33,32,15,14,11,11,33,34,28,17,23,33,28,14,12,17
CAMNT_0024176277,23,12,16,17,23,12,8,20,13,13,23,14,9,9,16,23,16,13,18,12
CAMNT_0024176311,18,7,17,19,16,16,18,25,7,23,16,30,18,13,20,16,33,27,18,31
CAMNT_0024176337,4,27,36,61,30,1,3,40,19,47,30,2,0,13,57,30,3,3,26,29
CAMNT_0024176413,11,9,16,12,11,3,12,15,6,6,11,8,19,10,16,11,11,9,3,10
CAMNT_0024176419,13,23,40,29,22,27,14,16,14,6,22,44,35,30,24,22,12,16,13,10
CAMNT_0024176489,33,26,15,49,48,48,17,38,15,18,48,82,45,33,30,48,24,46,29,18
CAMNT_0024176491,17,24,21,25,27,16,20,27,18,16,27,29,26,50,36,27,23,29,21,24
CAMNT_0024176495,18,15,26,16,18,24,10,22,20,17,18,27,25,18,31,18,23,26,24,17
CAMNT_0024176507,20,17,23,24,19,9,18,22,8,27,19,20,23,33,26,19,43,26,18,15
CAMNT_0024176519,10,13,11,10,9,10,10,14,14,7,9,11,11,17,15,9,27,12,23,8
CAMNT_0024176537,6,19,9,10,4,5,2,18,5,13,4,10,8,24,18,4,4,7,8,10
CAMNT_0024176585,4,9,6,17,10,5,5,6,3,9,10,22,6,12,12,10,12,10,8,10
CAMNT_0024176615,10,11,19,7,10,8,8,17,6,15,10,9,5,8,28,10,5,10,11,17
CAMNT_0024176809,17,20,10,19,15,15,10,14,12,16,15,26,16,14,18,15,13,10,13,4
CAMNT_0024176841,13,32,20,21,12,33,16,38,16,21,12,29,19,7,14,12,29,38,15,11
CAMNT_0024176903,36,30,3,15,13,30,12,29,15,22,13,41,14,18,20,13,35,36,16,11
CAMNT_0024176907,29,25,13,12,7,16,16,11,7,16,7,26,7,9,12,7,8,13,10,10
CAMNT_0024176921,24,34,24,16,23,26,23,16,10,13,23,30,22,12,14,23,30,17,10,21
CAMNT_0024176959,37,17,15,19,23,5,23,28,7,12,23,27,15,31,24,23,21,15,15,21
CAMNT_0024176993,24,28,27,26,19,25,17,20,16,25,19,33,20,18,21,19,25,12,14,11
CAMNT_0024176997,45,62,48,66,38,43,43,50,28,42,38,66,44,26,72,38,30,29,27,34
CAMNT_0024177081,28,18,12,30,26,24,10,20,12,15,26,22,22,13,17,26,23,21,11,19
CAMNT_0024177191,18,26,8,10,13,16,15,22,7,7,13,22,8,13,7,13,26,13,13,3
CAMNT_0024177203,10,23,12,12,7,7,9,5,9,10,7,7,8,12,9,7,17,16,5,9
CAMNT_0024177215,12,13,8,8,7,7,5,10,7,11,7,12,17,1,16,7,8,17,2,9
CAMNT_0024177377,9,25,21,14,8,23,8,16,24,21,8,16,17,11,33,8,6,14,6,12
CAMNT_0024177389,12,13,8,15,8,13,9,12,8,23,8,7,9,7,13,8,8,8,9,1
CAMNT_0024177475,15,15,9,26,11,16,5,7,3,4,11,16,13,8,12,11,17,21,8,8
CAMNT_0024177591,29,31,25,27,29,21,23,31,21,28,29,39,24,39,37,29,32,35,31,22
CAMNT_0024177627,28,36,23,47,56,46,36,44,18,29,56,79,29,42,27,56,33,29,19,24
CAMNT_0024177789,13,34,6,16,11,6,9,13,10,8,11,12,10,9,12,11,15,8,8,8
CAMNT_0024177845,31,71,52,46,32,51,58,74,38,74,32,69,67,67,101,32,49,60,92,63
CAMNT_0024177915,10,33,34,43,20,11,15,38,29,35,20,11,18,36,61,20,8,7,31,17
CAMNT_0024177933,30,42,28,59,52,61,33,53,32,32,52,63,40,62,31,52,26,35,24,25
CAMNT_0024177935,18,12,6,20,7,8,1,11,2,17,7,6,4,16,13,7,8,17,1,9
CAMNT_0024177937,7,21,5,15,12,9,3,16,7,10,12,17,4,6,10,12,1,12,6,2
CAMNT_0024177999,10,22,14,17,12,19,15,22,10,24,12,23,23,30,23,12,19,20,12,12
CAMNT_0024178139,4,40,23,12,10,6,11,43,5,34,10,5,4,55,35,10,3,7,23,8
CAMNT_0024178285,9,6,3,10,9,16,11,11,8,23,9,12,20,14,14,9,11,22,18,16
CAMNT_0024178339,21,9,25,44,25,21,32,51,25,22,25,30,93,39,26,25,11,24,39,17
CAMNT_0024178539,9,5,9,12,12,19,8,12,5,14,12,16,8,11,15,12,10,4,10,12
CAMNT_0024178607,13,19,16,9,11,11,10,14,18,16,11,10,8,14,13,11,10,12,7,9
CAMNT_0024178677,2,46,32,32,31,18,36,3,17,2,31,25,1,0,5,31,37,18,19,34
CAMNT_0024178717,20,12,24,15,13,7,10,10,16,12,13,13,11,11,17,13,8,11,25,13
CAMNT_0024178759,19,17,23,21,21,15,16,11,21,16,21,20,20,11,29,21,12,14,11,16
CAMNT_0024178767,3,9,11,14,10,18,19,10,2,4,10,12,6,5,11,10,3,16,10,13
CAMNT_0024178897,10,21,15,30,8,7,11,12,14,12,8,8,11,7,18,8,9,12,7,18
CAMNT_0024178961,14,14,16,10,15,12,10,15,8,14,15,14,8,8,17,15,7,12,8,13
CAMNT_0024178995,13,14,22,73,13,16,89,6,5,42,13,10,11,13,19,13,16,23,16,11
CAMNT_0024179075,7,5,3,29,23,14,10,3,14,13,23,32,20,5,18,23,6,29,24,15
CAMNT_0024179199,7,20,23,53,20,1,6,27,16,21,20,2,3,28,26,20,3,7,15,24
CAMNT_0024179203,11,15,13,15,11,11,11,20,6,8,11,21,19,5,14,11,8,11,8,5
CAMNT_0024179335,17,13,4,14,14,27,11,9,6,1,14,53,18,10,3,14,41,30,12,3
CAMNT_0024179345,27,33,12,12,17,25,17,23,30,16,17,55,30,54,17,17,43,48,48,23
CAMNT_0024179357,35,69,50,45,53,43,48,48,22,52,53,51,36,38,40,53,42,32,51,27
CAMNT_0024179381,38,32,6,32,45,36,21,32,21,27,45,57,37,28,14,45,22,21,29,9
CAMNT_0024179405,10,23,10,17,12,15,8,18,12,12,12,12,15,11,7,12,13,19,3,9
CAMNT_0024179411,37,19,26,46,55,67,57,42,16,39,55,70,33,66,54,55,40,48,57,25
CAMNT_0024179461,8,9,8,20,14,12,10,14,4,12,14,11,10,8,6,14,8,12,8,0
CAMNT_0024179557,17,15,9,16,23,25,15,15,12,13,23,38,31,19,16,23,13,16,21,5
CAMNT_0024179581,14,20,13,31,37,27,25,14,10,15,37,29,19,17,11,37,9,13,11,13
CAMNT_0024179667,28,25,12,20,29,23,15,19,35,13,29,38,22,9,22,29,22,20,13,15
CAMNT_0024179853,14,17,5,10,12,11,9,14,1,16,12,6,15,6,9,12,4,8,11,14
CAMNT_0024180185,17,38,20,21,16,15,18,9,23,26,16,26,18,23,34,16,25,18,23,19
CAMNT_0024180271,8,13,16,27,13,31,12,34,20,21,13,18,16,15,23,13,14,10,24,8
CAMNT_0024180297,12,12,6,12,11,8,10,22,12,15,11,8,21,12,15,11,8,14,12,13
CAMNT_0024180377,15,14,15,7,9,6,15,11,1,8,9,15,16,10,6,9,13,12,5,11
CAMNT_0024180415,17,11,8,20,14,15,5,12,6,11,14,11,5,4,7,14,8,11,11,5
CAMNT_0024180483,4,8,4,10,11,6,10,14,17,18,11,6,11,1,11,11,6,10,9,2
CAMNT_0024180497,5,8,10,20,12,23,14,9,11,5,12,12,1,5,9,12,3,4,10,4
CAMNT_0024180529,9,17,7,10,6,4,9,12,2,8,6,12,11,4,8,6,13,19,9,14
CAMNT_0024180607,27,29,11,22,24,26,24,27,16,9,24,44,23,34,24,24,26,18,26,14
CAMNT_0024180619,21,19,25,29,45,45,16,32,29,23,45,42,51,29,28,45,22,24,21,14
CAMNT_0024180707,15,9,5,17,9,14,8,10,13,10,9,9,5,3,6,9,13,8,6,6
CAMNT_0024180799,10,14,6,5,7,9,14,13,6,14,7,9,7,18,21,7,14,12,13,12
CAMNT_0024180835,11,23,7,16,30,15,22,22,19,4,30,20,14,13,7,30,19,15,5,4
CAMNT_0024180855,17,15,12,24,21,16,10,10,10,6,21,19,12,24,11,21,9,5,8,10
CAMNT_0024180925,17,12,22,20,17,14,11,26,14,17,17,20,16,19,25,17,21,27,31,23
CAMNT_0024180941,7,18,6,20,16,14,9,15,5,12,16,31,9,14,7,16,12,6,11,3
CAMNT_0024181109,18,30,29,32,30,62,17,33,14,22,30,22,24,22,36,30,28,24,17,23
CAMNT_0024181145,7,17,28,15,10,10,11,16,7,11,10,12,14,6,16,10,5,15,4,14
CAMNT_0024181195,19,19,9,15,19,17,19,13,5,12,19,22,16,5,20,19,10,13,14,16
CAMNT_0024181197,41,40,25,56,47,42,28,41,26,18,47,29,32,28,30,47,45,28,23,17
CAMNT_0024181327,6,23,15,17,17,17,15,10,14,14,17,12,2,4,18,17,14,11,28,8
CAMNT_0024181329,10,17,10,14,7,8,7,10,6,10,7,13,14,13,10,7,13,10,15,13
CAMNT_0024181369,17,21,22,27,27,26,19,33,11,25,27,50,19,21,59,27,20,28,27,22
CAMNT_0024181557,12,20,18,21,17,10,14,11,14,13,17,18,16,16,26,17,17,10,15,8
CAMNT_0024181615,12,12,33,72,47,7,12,18,26,34,47,8,4,8,35,47,13,9,8,24
CAMNT_0024181641,11,10,13,19,13,18,14,22,9,11,13,7,26,9,21,13,12,23,7,19
CAMNT_0024181859,11,9,2,15,10,20,8,20,9,5,10,11,5,12,10,10,4,12,9,9
CAMNT_0024181941,9,10,8,11,16,7,11,10,6,8,16,17,9,16,5,16,5,21,9,6
CAMNT_0024181971,15,29,14,32,19,20,21,36,17,12,19,30,25,20,28,19,28,34,11,13
CAMNT_0024182089,37,34,38,39,68,22,25,24,24,34,68,30,21,26,34,68,18,23,25,18
CAMNT_0024182229,26,33,43,45,49,31,35,34,22,35,49,39,26,29,46,49,29,44,21,40
CAMNT_0024182263,30,30,27,13,36,126,21,20,13,10,36,122,19,19,21,36,110,45,15,15
CAMNT_0024182315,9,8,9,12,10,9,6,17,11,10,10,12,11,7,17,10,7,19,13,12
CAMNT_0024182405,8,14,9,15,11,17,11,14,10,7,11,16,12,5,17,11,12,15,14,9
CAMNT_0024182615,4,22,46,102,57,8,9,34,38,67,57,9,10,18,62,57,4,4,22,37
CAMNT_0024182707,21,19,8,31,17,37,13,18,14,13,17,30,5,10,10,17,5,13,12,7
CAMNT_0024182721,12,27,24,24,26,23,21,26,10,22,26,42,20,12,20,26,15,19,12,15
CAMNT_0024182845,8,14,14,18,11,15,16,20,15,7,11,16,15,15,8,11,13,16,4,8
CAMNT_0024182883,12,21,12,21,13,21,9,16,6,14,13,20,15,12,7,13,6,16,11,9
CAMNT_0024182975,18,27,17,34,21,40,19,42,25,35,21,43,28,25,50,21,32,19,40,18
CAMNT_0024183015,11,19,11,14,12,10,10,7,10,12,12,12,8,6,8,12,8,12,5,12
CAMNT_0024183077,6,12,12,15,8,14,13,15,7,10,8,18,3,12,7,8,8,13,15,9
CAMNT_0024183107,19,29,9,26,19,21,20,22,17,33,19,35,20,26,33,19,20,30,18,16
CAMNT_0024183209,46,53,54,53,47,53,27,39,54,55,47,75,29,56,46,47,33,47,27,19
CAMNT_0024183259,15,23,15,27,24,6,13,11,14,22,24,6,22,10,22,24,14,17,17,15
CAMNT_0024183261,3,8,11,11,8,21,20,10,4,3,8,6,7,4,7,8,3,17,10,13
CAMNT_0024183283,138,217,190,181,70,57,114,208,147,343,70,210,218,258,298,70,190,178,258,231
CAMNT_0024183295,7,11,4,12,14,4,5,12,4,12,14,18,8,8,10,14,10,10,7,4
CAMNT_0024183389,5,17,3,17,14,15,9,11,2,8,14,28,6,12,6,14,11,5,7,3
CAMNT_0024183501,29,63,33,32,31,42,35,68,21,50,31,50,28,34,27,31,50,51,36,10
CAMNT_0024183509,69,82,70,42,48,39,24,42,40,39,48,66,49,44,91,48,75,74,42,39
CAMNT_0024183639,15,25,18,17,10,14,8,11,11,12,10,9,5,6,13,10,10,10,7,8
CAMNT_0024183853,4,12,6,8,9,3,7,6,7,4,9,27,22,8,7,9,20,17,50,18
CAMNT_0024183945,26,39,15,24,21,26,27,34,10,13,21,20,12,40,13,21,21,15,21,11
CAMNT_0024184003,15,15,11,18,14,6,11,13,23,16,14,7,14,8,14,14,28,21,6,19
CAMNT_0024184171,25,29,25,25,17,19,13,20,10,26,17,21,31,20,26,17,22,16,9,21
CAMNT_0024184407,11,19,10,10,8,13,2,9,9,11,8,8,7,13,10,8,17,11,8,8
CAMNT_0024184443,15,12,5,19,15,10,13,11,12,7,15,23,4,7,6,15,10,7,9,10
CAMNT_0024184535,27,27,57,54,33,45,27,56,24,50,33,55,39,45,45,33,23,38,24,12
CAMNT_0024184823,55,55,64,50,32,42,38,52,28,52,32,88,48,32,70,32,49,45,66,29
CAMNT_0024184925,27,21,27,30,26,34,30,24,22,24,26,32,23,28,26,26,25,22,34,17
CAMNT_0024185031,16,17,28,9,11,10,10,15,5,7,11,15,5,4,7,11,13,9,14,8
CAMNT_0024185069,15,19,13,18,18,10,5,16,12,9,18,24,4,19,11,18,7,12,10,3
CAMNT_0024185175,18,17,8,17,10,15,16,11,4,10,10,17,7,6,11,10,13,18,7,5
CAMNT_0024185217,11,11,9,17,4,10,8,17,11,7,4,17,11,9,3,4,11,14,10,2
CAMNT_0024185267,23,39,26,30,20,57,27,46,24,48,20,41,37,36,47,20,43,23,41,20
CAMNT_0024185629,18,19,16,8,7,19,10,8,8,7,7,28,9,7,6,7,10,22,17,6
CAMNT_0024185683,38,45,18,32,30,48,16,27,13,28,30,59,27,19,39,30,31,20,23,18
CAMNT_0024185871,20,9,10,19,27,20,14,27,14,20,27,39,16,13,8,27,24,15,13,7
CAMNT_0024185917,13,8,14,10,13,8,8,14,8,9,13,8,10,9,10,13,12,10,14,8
CAMNT_0024186035,27,21,15,24,30,58,18,21,14,9,30,33,18,19,18,30,27,18,12,8
CAMNT_0024186265,17,79,113,63,3,4,15,90,41,103,3,11,9,55,124,3,6,5,54,81
CAMNT_0024186269,21,12,13,22,9,11,17,16,10,19,9,15,16,11,15,9,17,13,7,6
CAMNT_0024186335,19,6,9,17,15,11,6,24,8,9,15,18,11,64,23,15,22,17,35,25
CAMNT_0024186397,40,34,20,28,14,33,16,15,16,16,14,39,9,24,12,14,8,14,14,11
CAMNT_0024186631,9,8,14,16,6,14,13,13,6,7,6,7,9,16,10,6,1,11,9,14
CAMNT_0024186785,16,19,18,9,15,11,9,18,15,5,15,29,19,17,20,15,20,23,20,9
CAMNT_0024187165,10,4,13,8,12,17,2,11,5,4,12,15,9,12,15,12,11,15,8,8
CAMNT_0024187181,13,10,13,24,24,24,21,13,13,20,24,21,18,27,16,24,6,22,12,10
CAMNT_0024187229,4,10,5,9,11,4,10,16,9,7,11,8,5,13,15,11,8,10,11,6
CAMNT_0024187279,76,65,63,109,75,90,56,100,52,72,75,132,64,98,63,75,84,73,77,41
CAMNT_0024187461,17,24,6,18,13,16,16,14,21,21,13,25,12,16,22,13,16,20,10,18
CAMNT_0024187581,65,595,5,401,315,293,354,406,649,229,315,917,228,411,699,315,813,461,930,182
