CAMNT,sm001,sm002,sm003,sm004,sm005,sm008,sm009,sm010,sm011,sm012,sm013,sm016,sm017,sm018,sm019,sm020,sm024,sm025,sm026,sm027
CAMNT_0041724219,12,21,10,10,9,13,3,23,4,19,9,25,10,5,21,9,13,11,9,12
CAMNT_0041724659,3,11,7,23,13,14,6,12,18,11,13,15,12,11,10,13,18,9,14,5
CAMNT_0041724735,9,15,5,10,9,7,11,23,10,6,9,9,5,3,11,9,11,14,8,3
CAMNT_0041724879,3,12,11,38,27,1,5,14,9,15,27,3,5,8,14,27,4,6,9,15
CAMNT_0041724971,13,14,5,12,12,12,4,12,15,14,12,16,3,11,7,12,6,13,14,7
CAMNT_0041725221,119,129,126,193,165,148,128,121,121,109,165,187,146,161,170,165,138,136,127,115
CAMNT_0041725283,10,11,5,7,11,14,8,16,3,16,11,15,17,14,22,11,15,7,6,7
CAMNT_0041725565,7,11,10,8,13,10,6,9,5,10,13,12,4,8,8,13,9,9,11,10
CAMNT_0041726159,17,24,17,25,12,11,12,16,17,12,12,23,20,19,26,12,14,26,20,15
CAMNT_0041726493,13,24,9,12,14,18,10,11,16,12,14,12,14,13,13,14,7,13,12,3
CAMNT_0041726605,5,23,39,62,30,6,4,38,17,46,30,3,4,13,54,30,2,1,24,26
CAMNT_0041726649,18,7,10,16,9,12,8,7,17,13,9,12,10,9,12,9,7,21,4,11
CAMNT_0041726905,15,8,13,34,27,22,24,30,8,15,27,25,19,6,8,27,17,20,22,11
CAMNT_0041727051,19,50,122,141,146,13,26,60,103,184,146,31,32,57,154,146,43,23,41,113
CAMNT_0041727193,8,18,9,13,11,9,6,16,7,11,11,11,9,3,7,11,8,12,15,2
CAMNT_0041727201,15,18,9,7,13,9,10,14,10,14,13,27,15,20,16,13,23,12,13,19
CAMNT_0041727263,7,11,8,8,12,11,12,6,5,20,12,4,5,19,6,12,11,11,14,7
CAMNT_0041727343,12,7,10,12,10,9,11,9,5,14,10,18,14,7,7,10,15,9,4,8
CAMNT_0041727363,7,21,12,10,11,17,9,6,11,11,11,8,5,8,5,11,10,13,9,5
CAMNT_0041727439,11,13,16,7,6,8,5,16,8,9,6,5,9,13,9,6,10,15,9,11
CAMNT_0041727517,9,20,26,22,16,21,12,27,19,15,16,27,20,14,28,16,15,21,16,15
CAMNT_0041727573,19,20,16,15,18,16,17,22,18,23,18,26,16,14,18,18,10,22,16,10
CAMNT_0041727749,12,10,8,19,7,11,6,11,9,11,7,8,6,8,10,7,12,17,7,6
CAMNT_0041728041,3,4,58,2,2,1,3,6,2,82,2,6,7,3,53,2,3,2,5,36
CAMNT_0041728123,3,10,14,15,15,8,12,13,4,8,15,13,11,5,6,15,4,3,2,8
CAMNT_0041728129,12,17,6,13,14,6,8,17,14,16,14,25,9,10,12,14,19,13,22,12
CAMNT_0041728205,50,51,43,74,54,44,39,45,22,48,54,63,55,76,64,54,47,57,49,33
CAMNT_0041728315,13,16,12,13,8,19,2,14,16,5,8,10,10,13,9,8,10,12,11,8
CAMNT_0041728397,12,8,13,10,7,6,43,7,12,4,7,12,3,9,6,7,4,10,8,2
CAMNT_0041728445,24,47,18,24,12,17,10,38,17,49,12,19,25,30,38,12,19,19,26,16
CAMNT_0041728497,35,33,26,41,26,27,18,27,29,19,26,26,20,29,17,26,23,23,21,21
CAMNT_0041728749,16,40,30,43,9,6,7,65,25,57,9,6,20,50,65,9,4,23,38,41
CAMNT_0041728753,18,75,103,90,9,13,8,92,29,155,9,14,10,57,131,9,5,12,45,88
CAMNT_0041728985,9,12,3,12,16,14,5,12,8,13,16,36,10,15,6,16,9,16,12,12
CAMNT_0041729027,28,11,12,12,13,11,8,14,11,16,13,13,9,8,4,13,14,15,10,8
CAMNT_0041729135,10,11,12,21,12,10,12,12,11,11,12,18,8,4,10,12,8,8,6,5
CAMNT_0041729155,100,57,31,30,43,73,44,54,19,34,43,80,40,40,48,43,57,47,40,6
CAMNT_0041729173,5,9,32,47,30,6,3,17,21,38,30,4,2,8,66,30,2,4,12,31
CAMNT_0041729177,13,11,16,17,10,6,14,13,13,17,10,14,10,18,24,10,17,20,14,10
CAMNT_0041729535,16,9,3,27,19,16,12,19,23,12,19,18,11,16,11,19,16,14,13,11
CAMNT_0041729703,175,220,195,266,200,288,176,203,143,169,200,302,222,241,178,200,222,224,215,102
CAMNT_0041729807,38,59,54,43,27,47,46,70,27,88,27,72,52,56,79,27,45,64,71,49
CAMNT_0041729823,9,14,14,16,18,19,10,19,13,23,18,23,17,34,22,18,30,37,24,26
CAMNT_0041729865,5,24,3,15,21,10,7,11,1,23,21,9,10,21,11,21,5,4,5,3
CAMNT_0041729967,8,38,13,20,5,6,6,37,3,15,5,6,9,29,19,5,3,6,9,13
CAMNT_0041729995,9,9,6,6,8,16,4,11,5,11,8,11,9,6,10,8,16,10,11,4
CAMNT_0041730089,4,10,14,19,12,4,1,15,11,11,12,3,3,5,18,12,3,4,7,17
CAMNT_0041730117,74,126,113,101,41,34,64,116,88,202,41,112,115,142,177,41,99,101,141,131
CAMNT_0041730211,49,73,43,81,37,55,51,43,43,46,37,69,47,30,33,37,44,72,35,36
CAMNT_0041730217,12,11,7,11,10,18,10,11,5,4,10,8,12,17,5,10,12,9,7,3
CAMNT_0041730435,7,14,21,25,16,6,6,19,12,9,16,5,10,7,16,16,5,9,8,11
CAMNT_0041730533,102,139,114,182,201,81,99,86,58,54,201,164,63,84,40,201,43,39,97,75
CAMNT_0041730659,12,12,3,20,16,19,6,18,12,9,16,28,14,10,10,16,14,14,19,6
CAMNT_0041730837,5,16,30,40,21,1,0,23,25,37,21,3,1,14,29,21,0,3,25,41
CAMNT_0041730893,9,27,14,7,5,10,11,10,14,9,5,8,6,5,17,5,4,37,22,11
CAMNT_0041730903,26,3,4,9,8,9,5,11,8,11,8,21,16,9,17,8,10,10,9,11
CAMNT_0041730975,12,8,9,5,12,12,6,17,11,14,12,24,4,11,3,12,4,7,9,5
CAMNT_0041731067,25,36,20,31,33,31,23,50,30,41,33,36,44,36,35,33,53,39,36,28
CAMNT_0041731101,20,10,11,22,20,24,8,15,6,13,20,19,11,21,19,20,20,15,9,13
CAMNT_0041731171,23,93,47,17,1,5,15,93,10,67,1,14,13,77,60,1,6,14,49,40
CAMNT_0041731301,57,80,113,107,55,42,31,94,52,184,55,78,59,107,199,55,64,60,68,140
CAMNT_0041731359,25,21,16,15,31,59,23,12,9,9,31,52,18,35,13,31,27,24,12,13
CAMNT_0041731533,37,113,144,238,148,20,42,112,94,160,148,30,37,105,189,148,54,49,115,126
CAMNT_0041731617,14,26,15,20,14,16,21,21,16,17,14,21,18,20,19,14,19,23,11,11
CAMNT_0041731741,12,18,23,33,38,24,6,15,23,18,38,28,10,9,27,38,16,13,16,11
CAMNT_0041731791,27,41,27,135,162,107,62,51,53,32,162,132,70,65,22,162,82,65,30,27
CAMNT_0041731843,5,10,19,8,7,10,9,12,10,17,7,10,12,10,11,7,15,9,14,9
CAMNT_0041731867,9,14,7,16,32,6,5,4,14,9,32,22,14,9,10,32,6,7,6,7
CAMNT_0041731909,12,13,12,18,12,12,12,9,8,19,12,8,12,7,8,12,5,12,10,4
CAMNT_0041731923,6,17,17,8,5,1,5,3,2,15,5,10,4,8,36,5,9,10,6,18
CAMNT_0041731957,9,12,6,10,9,14,9,12,3,13,9,15,15,5,12,9,11,7,9,4
CAMNT_0041732023,11,21,16,9,8,4,6,16,6,21,8,8,2,6,13,8,6,9,4,10
CAMNT_0041732073,29,30,20,46,49,42,5,23,23,11,49,36,19,24,26,49,19,47,20,12
CAMNT_0041732131,4,13,19,15,13,10,13,11,6,3,13,18,6,10,14,13,6,6,4,13
CAMNT_0041732195,11,10,13,18,10,7,10,10,6,4,10,16,6,9,8,10,10,11,11,4
CAMNT_0041732205,4,16,13,29,38,18,6,7,6,3,38,9,10,12,8,38,6,10,15,3
CAMNT_0041732239,15,5,12,4,9,7,5,9,4,12,9,12,7,12,13,9,8,15,8,7
CAMNT_0041732507,11,10,7,7,12,8,7,11,15,17,12,17,6,8,9,12,13,11,12,11
CAMNT_0041732535,27,27,11,53,64,44,23,37,21,21,64,66,28,41,17,64,23,24,28,19
CAMNT_0041732609,21,22,23,25,21,27,16,25,16,23,21,24,24,25,22,21,19,17,27,17
CAMNT_0041732677,23,18,10,33,40,30,22,27,11,20,40,29,18,7,25,40,9,33,8,14
CAMNT_0041732791,17,21,22,27,14,20,9,19,10,29,14,12,17,11,21,14,16,27,23,20
CAMNT_0041732801,6,7,12,17,7,8,15,9,6,16,7,25,8,12,7,7,6,10,7,5
CAMNT_0041732815,13,22,13,15,14,8,6,23,15,9,14,10,8,9,9,14,9,10,9,7
CAMNT_0041732977,21,47,63,53,23,21,26,37,22,71,23,37,30,34,99,23,37,24,24,44
CAMNT_0041733059,56,116,57,48,45,67,61,75,20,54,45,74,35,39,37,45,62,78,49,21
CAMNT_0041733093,50,31,50,60,23,42,43,28,25,38,23,61,56,22,62,23,36,51,52,29
CAMNT_0041733841,16,15,7,27,18,13,10,17,7,16,18,21,15,19,19,18,23,21,16,7
CAMNT_0041733955,23,23,11,27,18,22,18,16,15,15,18,31,13,11,13,18,12,14,16,8
CAMNT_0041734077,14,10,15,13,18,11,16,11,10,13,18,13,10,16,12,18,15,11,13,11
CAMNT_0041734169,9,18,9,4,18,17,6,15,4,11,18,25,9,11,14,18,10,11,16,14
CAMNT_0041734221,12,6,7,10,7,14,14,14,11,13,7,15,5,14,8,7,12,15,6,9
CAMNT_0041734561,22,27,21,21,24,29,26,25,21,16,24,48,31,25,28,24,32,33,34,22
CAMNT_0041734637,10,15,13,7,6,10,12,10,7,10,6,17,7,6,14,6,8,12,10,9
CAMNT_0041734813,9,16,19,9,14,8,7,8,9,22,14,12,6,5,14,14,11,8,8,12
CAMNT_0041734955,61,78,51,78,63,52,45,54,36,41,63,67,64,53,72,63,42,59,48,31
CAMNT_0041735113,9,14,8,13,8,4,12,24,7,10,8,15,5,5,7,8,15,10,9,7
CAMNT_0041735231,13,18,14,17,13,10,12,16,13,16,13,17,19,13,15,13,19,13,21,19
CAMNT_0041735331,4,12,20,14,13,17,7,21,8,13,13,15,9,6,10,13,12,12,16,16
CAMNT_0041736027,11,19,12,8,9,15,10,10,2,3,9,11,10,6,8,9,6,15,4,12
CAMNT_0041736053,27,26,18,37,31,28,10,16,28,31,31,50,24,29,27,31,17,29,18,13
CAMNT_0041736067,4,13,18,21,16,4,5,9,12,13,16,2,9,5,13,16,3,8,2,8
CAMNT_0041736425,19,12,11,15,16,19,10,18,11,3,16,11,10,3,11,16,5,11,10,4
CAMNT_0041736597,63,71,22,36,48,53,27,37,22,36,48,56,38,27,33,48,34,34,11,14
CAMNT_0041736961,22,25,14,21,19,16,15,28,11,21,19,13,9,7,15,19,11,17,14,8
CAMNT_0041737045,17,23,26,59,21,9,10,32,25,31,21,13,9,13,39,21,9,6,15,17
CAMNT_0041737325,8,22,6,13,10,8,8,15,7,12,10,17,13,20,8,10,15,9,16,12
CAMNT_0041737553,22,25,18,23,12,12,15,19,11,23,12,25,15,11,18,12,17,20,10,9
CAMNT_0041737643,18,11,11,10,13,16,10,9,13,13,13,17,10,14,16,13,11,19,12,8
CAMNT_0041737687,7,14,12,20,16,14,3,15,9,10,16,21,12,9,10,16,8,14,9,9
CAMNT_0041738025,15,11,12,8,17,8,7,8,10,21,17,17,7,8,12,17,6,5,9,6
CAMNT_0041738243,45,45,16,51,62,70,42,33,27,13,62,68,41,29,14,62,83,39,23,21
CAMNT_0041738381,18,18,10,18,13,22,32,12,7,11,13,12,12,13,10,13,11,12,14,17
CAMNT_0041738409,17,12,7,15,12,16,7,4,6,5,12,21,9,11,8,12,11,7,12,2
CAMNT_0041739431,5,12,12,10,9,11,13,11,9,17,9,14,9,5,23,9,11,12,13,12
CAMNT_0041739715,15,11,13,22,17,10,7,9,7,15,17,24,12,18,13,17,10,15,9,13
CAMNT_0041742171,10,9,9,9,6,6,9,15,9,13,6,6,5,3,16,6,7,18,10,8
CAMNT_0041742313,11,15,13,8,11,12,7,6,3,12,11,9,3,9,5,11,9,13,6,9
CAMNT_0041743005,17,7,9,6,10,9,12,13,12,13,10,14,9,14,13,10,10,8,4,10
CAMNT_0041743059,1,12,14,19,17,5,11,12,8,18,17,18,5,11,18,17,7,8,8,11
CAMNT_0041743237,1,22,14,35,12,8,8,10,18,11,12,2,4,7,6,12,5,4,2,7
CAMNT_0041744279,8,13,12,10,11,5,4,11,12,13,11,6,4,7,10,11,12,13,11,10
CAMNT_0041744537,18,22,13,19,11,15,12,17,14,14,11,28,12,8,6,11,11,19,14,10
CAMNT_0041746085,31,21,8,31,26,26,27,23,14,15,26,19,12,15,27,26,20,17,12,17
CAMNT_0041746393,43,60,35,62,49,41,32,35,31,34,49,46,46,40,58,49,35,52,39,22
CAMNT_0041746507,9,18,10,11,8,16,7,22,6,15,8,11,19,11,10,8,8,15,10,14
CAMNT_0041746659,10,11,15,8,9,17,6,6,3,18,9,16,8,12,9,9,11,7,11,12
CAMNT_0041747927,19,4,18,21,0,28,9,7,1,5,0,19,18,4,8,0,70,71,3,5
CAMNT_0041752287,40,35,5,31,29,77,42,36,18,10,29,130,59,15,12,29,83,54,42,9
CAMNT_0041756399,19,14,4,10,9,21,10,11,5,7,9,14,6,7,8,9,5,9,6,4
CAMNT_0041757527,56,36,38,32,20,35,25,22,14,20,20,52,30,26,28,20,24,19,25,19
CAMNT_0041758049,7,33,56,37,15,23,21,24,17,76,15,32,23,22,55,15,11,10,14,39
CAMNT_0041758055,3,14,10,47,25,4,8,14,23,12,25,7,3,14,21,25,0,1,4,14
CAMNT_0041758057,56,65,70,87,98,110,73,47,74,57,98,114,80,55,81,98,86,80,54,30
CAMNT_0041758059,40,202,349,247,23,23,26,205,119,459,23,29,20,134,311,23,18,34,157,313
CAMNT_0041758065,7,28,26,16,19,18,26,28,17,24,19,21,20,21,24,19,10,24,31,15
CAMNT_0041758069,16,45,58,44,19,29,20,36,15,62,19,40,28,42,50,19,31,16,33,52
CAMNT_0041758071,13,10,8,9,6,13,11,10,19,4,6,9,11,8,11,6,8,9,12,14
CAMNT_0041758073,5,10,41,66,54,6,4,7,51,53,54,13,10,17,80,54,7,7,18,31
CAMNT_0041758075,109,30,109,99,50,65,35,97,49,92,50,56,23,24,110,50,40,45,33,47
CAMNT_0041758081,26,22,31,45,18,35,7,52,17,25,18,38,21,27,38,18,35,29,13,22
CAMNT_0041758085,9,12,4,17,7,5,12,7,4,31,7,7,9,9,3,7,9,6,6,12
CAMNT_0041758087,5,44,8,23,10,5,3,3,46,4,10,6,7,15,6,10,32,5,6,2
CAMNT_0041758093,124,302,270,302,124,123,126,310,158,288,124,166,163,285,388,124,153,137,252,268
CAMNT_0041758099,10,27,41,53,20,4,6,14,27,44,20,16,9,19,57,20,10,12,16,28
CAMNT_0041758103,23,26,17,21,24,10,27,39,20,33,24,32,19,19,66,24,22,11,19,15
CAMNT_0041758105,17,92,43,61,23,18,8,106,27,58,23,25,13,78,57,23,10,12,69,30
CAMNT_0041758107,23,31,18,29,23,12,9,26,16,31,23,15,19,21,30,23,21,19,27,17
CAMNT_0041758109,56,28,24,55,51,43,24,42,18,23,51,54,53,73,64,51,31,40,33,19
CAMNT_0041758113,18,33,26,43,32,34,37,25,21,25,32,45,25,13,25,32,19,20,28,20
CAMNT_0041758117,695,769,495,1209,991,788,491,604,566,614,991,1551,642,632,788,991,613,691,458,536
CAMNT_0041758123,162,150,74,201,196,261,186,152,66,110,196,281,236,109,110,196,164,163,105,57
CAMNT_0041758125,36,57,17,51,26,37,30,53,16,42,26,46,32,18,29,26,14,20,33,31
CAMNT_0041758145,9,8,15,13,13,7,11,10,10,16,13,18,13,8,18,13,7,15,16,11
CAMNT_0041758151,31,31,15,13,9,13,18,18,13,15,9,30,7,10,17,9,10,22,21,10
CAMNT_0041758179,13,15,7,16,14,8,11,16,4,6,14,18,14,10,16,14,6,15,14,9
CAMNT_0041758185,11,14,12,13,12,12,12,17,18,19,12,16,14,10,13,12,13,18,11,5
CAMNT_0041758209,37,34,13,42,29,30,13,13,17,19,29,39,32,31,34,29,30,43,17,12
CAMNT_0041758215,13,19,7,22,13,14,13,15,9,9,13,30,8,15,16,13,15,14,8,5
CAMNT_0041758225,24,29,31,18,16,36,23,29,23,22,16,35,24,28,31,16,19,28,20,10
CAMNT_0041758227,9,12,22,36,18,4,4,9,21,19,18,5,7,10,21,18,6,11,9,24
CAMNT_0041758231,16,17,10,10,15,10,11,19,10,6,15,19,9,13,8,15,10,8,10,5
CAMNT_0041758255,20,14,15,22,21,29,17,27,15,11,21,39,16,16,15,21,16,19,7,8
CAMNT_0041758257,10,11,9,21,9,24,22,9,7,17,9,14,21,6,13,9,10,21,16,10
CAMNT_0041758261,47,37,22,59,78,66,49,49,15,40,78,106,98,63,63,78,47,36,41,53
CAMNT_0041758285,11,18,82,78,51,7,3,39,40,57,51,3,6,19,61,51,0,4,26,42
CAMNT_0041758291,21,25,29,79,54,26,24,22,37,30,54,48,22,13,23,54,15,21,11,20
CAMNT_0041758297,72,75,47,58,48,61,53,63,29,58,48,78,51,55,51,48,76,54,53,35
CAMNT_0041758305,56,77,44,41,47,49,38,35,49,40,47,72,48,53,62,47,54,72,64,28
CAMNT_0041758311,19,44,21,17,20,27,14,26,29,32,20,31,22,33,35,20,29,19,25,29
CAMNT_0041758315,11,20,9,9,9,11,5,14,8,9,9,19,13,15,11,9,12,6,13,7
CAMNT_0041758317,30,23,47,31,26,15,9,25,15,16,26,43,32,28,45,26,23,25,27,23
CAMNT_0041758323,22,23,9,24,11,15,8,19,9,13,11,17,10,11,8,11,7,13,11,11
CAMNT_0041758337,17,27,48,54,35,11,11,33,41,50,35,5,16,29,60,35,12,12,21,36
CAMNT_0041758343,31,56,43,24,33,45,37,70,24,47,33,49,28,25,30,33,55,45,33,11
CAMNT_0041758363,11,10,15,13,9,11,12,8,14,13,9,11,11,8,7,9,14,14,11,5
CAMNT_0041758369,14,16,21,11,15,5,5,7,14,16,15,8,9,21,14,15,10,2,9,22
CAMNT_0041758379,11,25,9,19,14,36,14,13,7,18,14,16,14,11,28,14,17,11,12,10
CAMNT_0041758381,12,10,12,16,10,4,10,9,6,11,10,13,7,13,8,10,13,12,6,11
CAMNT_0041758387,10,23,16,16,14,7,15,19,10,7,14,6,4,9,3,14,12,10,5,11
CAMNT_0041758403,5,17,10,9,24,20,10,12,8,7,24,6,2,8,7,24,4,3,5,4
CAMNT_0041758413,37,38,27,25,17,12,28,24,26,24,17,29,19,22,30,17,29,35,28,11
CAMNT_0041758423,16,7,11,19,14,19,4,10,7,6,14,10,3,4,10,14,8,6,9,6
CAMNT_0041758433,15,27,10,16,10,13,12,10,12,7,10,12,8,10,13,10,9,15,13,5
CAMNT_0041758435,8,19,19,17,11,10,9,14,6,13,11,14,7,8,7,11,9,15,7,4
CAMNT_0041758445,41,58,74,107,30,84,45,86,19,48,30,119,74,55,65,30,49,76,35,60
CAMNT_0041758451,13,16,27,41,41,3,4,27,19,21,41,6,5,15,28,41,4,5,11,18
CAMNT_0041758457,32,44,30,48,33,39,37,25,30,31,33,67,32,32,17,33,22,36,40,15
CAMNT_0041758469,13,38,8,31,20,14,13,20,18,16,20,23,22,22,26,20,14,15,19,17
CAMNT_0041758489,7,21,3,4,9,29,9,12,11,21,9,29,16,21,20,9,20,16,25,13
CAMNT_0041758521,13,16,8,13,8,8,8,12,9,18,8,8,5,5,4,8,7,6,9,10
CAMNT_0041758537,28,23,19,17,20,21,12,25,10,27,20,19,12,14,21,20,25,31,22,18
CAMNT_0041758539,32,207,23,136,114,106,130,145,229,79,114,322,85,151,233,114,272,167,314,78
CAMNT_0041758555,21,27,29,33,33,24,24,28,32,23,33,34,29,29,17,33,20,31,17,22
CAMNT_0041758557,8,18,6,14,13,10,9,20,6,10,13,13,12,10,6,13,7,22,12,6
CAMNT_0041758569,35,30,28,32,22,40,42,50,30,64,22,62,35,37,62,22,54,76,43,22
CAMNT_0041758577,18,16,23,29,21,32,26,37,12,23,21,44,23,24,33,21,41,37,31,39
CAMNT_0041758579,11,21,7,16,10,16,19,12,10,14,10,18,8,18,14,10,14,14,27,16
CAMNT_0041758581,25,22,36,23,16,15,14,25,13,36,16,25,20,21,38,16,25,26,28,30
CAMNT_0041758585,6,8,19,9,8,9,7,7,7,15,8,14,6,9,12,8,7,12,12,12
CAMNT_0041758589,78,66,53,129,66,76,187,79,84,104,66,169,112,160,216,66,139,84,84,88
CAMNT_0041758591,10,9,13,17,14,9,10,20,23,13,14,13,12,16,21,14,11,24,15,12
CAMNT_0041758609,10,15,10,14,17,17,7,11,5,3,17,14,17,14,10,17,8,12,6,6
CAMNT_0041758629,10,57,37,21,21,41,12,7,38,37,21,28,23,142,27,21,32,25,61,50
CAMNT_0041758641,7,14,7,9,14,15,4,13,2,7,14,20,5,5,8,14,6,6,4,12
CAMNT_0041758647,43,51,38,45,55,38,31,49,41,35,55,59,40,30,59,55,54,58,55,41
CAMNT_0041758649,8,24,9,17,7,9,1,14,10,3,7,22,6,12,3,7,12,11,5,14
CAMNT_0041758703,16,15,24,11,12,16,11,22,13,16,12,14,11,7,18,12,14,11,21,23
CAMNT_0041758705,5,37,39,49,31,3,2,46,37,71,31,3,4,34,63,31,2,4,28,44
CAMNT_0041758721,26,16,17,27,14,12,14,29,11,39,14,35,25,35,41,14,39,18,22,17
CAMNT_0041758733,560,744,564,735,598,764,622,669,530,597,598,933,669,688,639,598,677,643,685,449
CAMNT_0041758745,7,25,2,6,8,5,7,9,22,8,8,21,7,9,8,8,6,11,10,13
CAMNT_0041758747,10,18,8,15,12,7,16,7,19,21,12,18,9,11,8,12,7,11,6,10
CAMNT_0041758757,21,18,22,10,18,13,13,22,11,16,18,14,15,7,21,18,16,24,16,16
CAMNT_0041758811,9,8,12,20,15,5,11,13,16,10,15,12,6,6,11,15,2,9,4,6
CAMNT_0041758819,9,11,8,4,8,4,50,4,3,5,8,10,5,7,8,8,10,8,14,5
CAMNT_0041758873,10,27,15,10,14,20,17,20,10,13,14,13,9,13,24,14,13,17,12,16
CAMNT_0041758887,83,43,45,113,30,35,194,64,76,75,30,128,90,160,249,30,131,41,86,81
CAMNT_0041758889,45,164,336,491,345,49,35,182,249,499,345,73,54,117,522,345,45,48,137,289
CAMNT_0041758903,8,19,8,12,9,12,15,9,12,7,9,12,20,12,9,9,11,15,6,9
CAMNT_0041758917,9,13,11,8,7,8,9,16,2,11,7,20,15,6,6,7,10,19,13,9
CAMNT_0041758933,12,9,11,10,12,13,5,9,11,10,12,16,4,10,19,12,17,4,9,8
CAMNT_0041758957,25,30,20,20,15,24,11,15,10,19,15,29,14,4,15,15,17,14,16,12
CAMNT_0041758979,18,133,8,85,74,68,82,92,148,44,74,206,43,89,152,74,175,100,210,44
CAMNT_0041758995,15,13,14,8,11,7,8,9,4,3,11,9,7,10,5,11,3,18,12,9
CAMNT_0041759001,22,16,16,14,13,16,6,15,5,15,13,10,10,10,15,13,16,13,5,7
CAMNT_0041759005,27,21,17,26,39,64,23,17,18,13,39,59,18,22,17,39,39,18,17,10
CAMNT_0041759007,11,18,12,10,7,6,7,9,9,4,7,21,6,9,5,7,8,8,12,8
CAMNT_0041759023,33,39,30,46,57,47,29,37,13,17,57,27,39,55,33,57,22,48,31,12
CAMNT_0041759039,87,82,55,33,34,86,129,86,54,113,34,101,79,82,104,34,45,103,79,62
CAMNT_0041759045,762,986,757,1035,884,825,566,732,687,983,884,1211,669,939,1126,884,749,691,620,648
CAMNT_0041759061,27,32,23,26,19,29,9,27,15,22,19,27,20,18,20,19,16,27,24,14
CAMNT_0041759069,16,19,16,14,12,18,6,18,13,11,12,16,9,8,12,12,15,17,13,19
CAMNT_0041759075,39,37,23,49,21,25,57,62,12,56,21,33,17,66,63,21,48,55,32,49
CAMNT_0041759081,7,14,7,11,10,3,11,16,10,16,10,8,18,2,12,10,10,10,9,6
CAMNT_0041759087,8,9,13,11,13,14,7,5,10,13,13,12,12,10,10,13,15,7,9,1
CAMNT_0041759089,14,23,14,24,9,7,2,12,12,14,9,13,11,15,14,9,6,18,15,11
CAMNT_0041759093,8,9,17,10,11,11,15,6,8,9,11,13,7,6,12,11,5,7,5,7
CAMNT_0041759111,18,17,12,12,15,14,12,12,10,13,15,37,8,9,15,15,13,10,10,10
CAMNT_0041759153,12,31,45,40,26,17,10,37,21,41,26,10,11,38,60,26,8,10,31,20
CAMNT_0041759159,10,9,7,18,10,13,6,9,8,5,10,13,5,6,24,10,5,11,6,7
CAMNT_0041759191,13,16,18,21,14,12,16,19,10,16,14,26,10,10,12,14,10,11,11,2
CAMNT_0041759213,19,19,9,20,11,17,10,15,13,9,11,23,30,17,12,11,8,19,10,8
CAMNT_0041759221,4,6,8,15,7,8,3,9,10,10,7,13,12,10,11,7,11,9,12,11
CAMNT_0041759265,20,34,28,13,12,11,10,17,16,18,12,18,17,15,11,12,8,19,11,12
CAMNT_0041759297,14,16,13,41,46,22,22,13,29,17,46,48,16,21,31,46,15,19,13,10
CAMNT_0041759331,142,99,57,56,61,14,58,155,85,90,61,158,39,32,56,61,55,120,133,60
CAMNT_0041759343,9,11,7,10,12,5,17,9,14,10,12,9,7,5,5,12,6,9,7,9
CAMNT_0041759357,11,27,23,27,27,11,25,29,20,21,27,13,17,7,15,27,5,16,13,12
CAMNT_0041759379,12,21,16,21,8,14,12,18,16,25,8,11,30,7,25,8,27,23,14,22
CAMNT_0041759383,13,26,14,16,12,11,11,20,12,14,12,14,19,12,15,12,11,9,17,13
CAMNT_0041759397,12,5,5,25,22,33,13,14,11,4,22,20,15,12,2,22,13,11,5,1
CAMNT_0041759403,7,12,8,9,7,11,12,16,11,14,7,12,10,6,13,7,9,17,2,9
CAMNT_0041759413,28,27,27,26,27,27,20,24,25,29,27,28,22,22,19,27,17,22,34,13
CAMNT_0041759415,51,53,24,42,19,31,31,36,17,27,19,50,28,22,28,19,25,31,20,10
CAMNT_0041759433,12,25,24,20,10,13,7,21,22,20,10,36,20,16,37,10,8,16,10,15
CAMNT_0041759443,5,8,10,11,6,2,19,10,4,13,6,20,6,1,16,6,11,12,22,8
CAMNT_0041759467,9,10,14,3,13,5,18,11,10,8,13,23,8,5,6,13,10,11,11,10
CAMNT_0041759477,12,10,13,9,13,9,2,8,9,5,13,8,7,6,11,13,14,9,11,5
CAMNT_0041759479,12,13,12,18,10,5,8,16,11,8,10,12,4,10,9,10,9,8,12,2
CAMNT_0041759483,11,22,8,7,11,6,10,9,16,8,11,18,8,6,11,11,10,11,9,10
CAMNT_0041759495,16,16,12,12,9,13,8,7,12,11,9,16,5,6,4,9,10,13,19,11
CAMNT_0041759505,11,10,15,16,18,5,9,10,11,27,18,15,7,14,24,18,11,9,11,13
CAMNT_0041759513,10,12,10,12,11,12,9,12,8,9,11,4,7,8,4,11,9,12,6,7
CAMNT_0041759531,11,15,19,15,13,28,21,28,11,20,13,16,23,16,19,13,21,20,23,10
CAMNT_0041759553,22,25,11,31,10,13,13,7,20,15,10,13,15,13,9,10,9,21,20,12
CAMNT_0041759559,8,11,3,6,16,14,5,2,10,4,16,14,14,9,5,16,5,16,5,5
CAMNT_0041759579,16,24,15,16,12,22,20,27,17,13,12,20,12,24,15,12,14,16,10,13
CAMNT_0041759615,14,23,11,7,9,10,10,12,7,10,9,32,18,9,10,9,19,17,12,13
CAMNT_0041759643,9,8,7,13,16,29,11,7,5,6,16,22,4,9,5,16,19,6,5,7
CAMNT_0041759659,435,455,431,606,476,511,368,483,393,476,476,1060,579,405,520,476,345,495,361,412
CAMNT_0041759663,15,11,11,18,13,14,11,18,14,20,13,23,4,9,12,13,11,15,6,3
