Identity,Date Sampled,Address,Draw1,Draw2,Draw3,Draw4,Draw5,Draw6,Draw7,Draw8,Draw9,Draw10,Draw11,Minute3,Minute5,Minute7,Minute10,Minute15,Minute20
563,10/21/2021,29XX N Lowell Ave,8.7,19,15,15,15,16,16,16,17,17,19,4.7,,,,,
564,11/17/2020,29XX N Luna Ave,7.85,10.6,10.8,9.79,12,17.1,21.8,18.6,15.5,14.1,,15.1,5.49,,,,
565,11/10/2020,29XX N Melvina Ave,7.6,10.1,10.7,10,9.97,20,21.4,20.4,20.2,27,,9.53,3.16,,,,
566,7/30/2021,29XX N Nora Ave,6.1,7.7,8.4,7.8,16,12,10,17,13,8.2,,7.1,5.3,4.9,3.5,3.3,
567,8/7/2019,29XX N Racine ,6.98,6.94,6.6,18.8,22.2,21.3,21,22.1,19.7,18.5,15.8,3.36,,,,,
568,11/15/2021,29XX N Racine Ave,2.36,7.13,9.92,8.11,9.03,10.5,9.76,8.86,9.08,8.98,6.07,3.55,3.26,2.94,2.78,,
569,9/21/2021,29XX N Richmond St,9.31,10.4,11.4,11.3,11.5,11.4,14.3,23.2,27.6,28.8,16.5,4.02,,,,,
570,10/5/2021,29XX N Sacramento Ave**,175,121,111,65.9,52.2,42.2,39.4,38.2,34.6,43.5,15,10.3,,,,,
571,11/29/2021,29XX N Sacramento Ave**,33.8,28.3,16.8,26.3,24.6,18.5,16.9,17.6,18.3,19.5,5.11,4.31,3.99,3.75,3.4,,
572,1/6/2020,29XX N Spaulding Ave,2.87,2.29,1.92,1.55,1.57,1.67,2.5,4.1,4.78,4.68,1.51,0.99,,,,,
573,2/1/2022,29XX N Talman Ave,4.1,2.7,2.5,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,,,,,
574,6/28/2019,29XX N Troy ,3.66,5.23,8.14,9.21,9.46,10.9,11,10.6,10.6,10.3,3.04,2.72,2.72,2.68,2.5,,
575,10/15/2016,29XX N Troy St,5.43,4.9,5.44,8.91,21.4,20.6,20.3,19.7,17.9,16.8,18.8,6.13,,,,,
576,11/13/2019,29XX N Washtenaw ,5.58,11,11.8,13.8,12.6,11.1,11.6,12.5,10.3,8.43,4.24,3.77,,,,,
577,10/10/2018,29XX S Bonaparte Ave,19.8,14.9,13.7,9.66,8.59,8.27,7.04,8.7,8.87,7.71,5.34,5.14,4.97,4.93,4.84,,
578,7/23/2021,29XX S Haynes Ct,20,18,24,30,29,26,24,23,21,19,,21,8,7.6,7.5,7.2,
579,10/7/2019,29XX W 39Th Pl,10.1,10.5,10.1,9.73,8.1,9.64,10.4,8.56,6.09,5.17,4.46,4.01,,,,,
580,12/16/2021,29XX W Balmoral Ave,4.95,4.13,12.8,17.7,17.6,17.8,16.1,14.7,14.1,13,10,2.12,,,,,
581,9/15/2018,29XX W Belden Ave,9.12,8.79,21.3,19.3,19.6,16.3,15.9,15.1,15.4,15.9,2.3,6.09,5.98,5.52,4.9,,
582,12/28/2018,29XX W Birchwood ,4.56,4.97,5.16,6.35,6.28,6.14,6.26,6.13,5.85,5.96,8.04,2.68,,,,,
583,10/6/2016,29XX W Catalpa Ave**,2.04,3.01,3.27,3.28,4.08,5.11,3.48,5.32,9.07,9.91,9.59,12.8,,,,,
584,2/24/2017,29XX W Catalpa Ave**,1.47,2.48,3.72,3.92,3.79,3.82,4.2,9.89,13.8,14.7,15.6,13.6,,,,,
585,7/8/2019,29XX W Eastwood ,9.56,8.85,17.8,28,29,27.9,27.2,25.6,23.6,21.3,15.8,7.17,,,,,
586,12/15/2021,29XX W Giddings St,16,17,18,18,27,34,45,47,47,48,36,6.4,5.4,5.1,4.6,,
587,8/15/2019,29XX W Giddings St,9.85,9.77,10.2,10.3,10.5,10.9,10.7,26.5,34.1,35.2,6.9,5.89,,,,,
588,9/22/2021,29XX W Leland Ave,8.34,12.3,11.7,10.8,9.96,8.81,7.72,6.69,5.75,4.31,3.39,2.66,2.83,2.88,2.76,,
589,4/1/2019,29XX W Lunt ,5.78,5.54,5.36,5.39,5.66,7.92,10.6,11.3,11.1,11.9,10.4,3.25,3.06,3.05,2.87,,
590,3/24/2022,29XX W Pratt Blvd,5.6,6.5,7.1,7.9,7.4,7.3,13,15,15,14,13,2.7,,,,,
591,3/7/2019,29XX W Rascher ,9.02,7.21,5.05,9.49,10.5,10.9,12,13.6,13.2,17.1,15.8,3.64,,,,,
592,10/20/2021,2XX E 87Th St,5.01,5.88,5.53,4.48,4.07,8.12,17.8,19.9,19.1,15.6,2.51,2.2,2.09,2.04,1.92,,
593,9/5/2019,2XX E 90Th Pl,3.71,4.07,4.61,4.7,5.56,10.8,14.1,14.5,14.6,14,3.93,3.57,3.35,3.2,3.1,,
594,3/10/2022,30XX E 79Th Pl,10.2,20,19.6,16,14.9,12.3,10.4,7.56,5.68,5.22,4.92,4.39,4.08,3.86,3.59,,
595,7/28/2021,30XX N Christiana Ave,21.4,19.4,27.4,26.7,25.6,22.6,23,22.5,21.8,21.6,,20.8,8.68,8.5,8.18,8.03,
596,7/2/2019,30XX N Francisco ,2.85,4.48,5.31,6.65,7.38,9.14,10.9,14.2,16.5,15.5,15,2.49,,,,,
597,11/18/2021,30XX N Kenneth Ave,6.3,18,6.9,7.1,7,7.1,6.8,21,20,15,16,3.3,,,,,
598,11/15/2019,30XX N Leaveitt Ave,2.83,2.82,3.03,3.32,3.46,3.82,4.13,4.52,4.48,4.14,3.82,8.73,2.19,1.7,1.5,,
599,1/25/2022,30XX N Linder Ave,5.61,7.02,5.79,5.71,6.39,5.55,5.08,3.96,3.06,2.6,1.03,0,,,,,
600,1/17/2020,30XX N Lowell Ave,6.81,8.13,9.89,8.09,8.24,12,22,21,28,31.5,10.6,3.12,,,,,
601,8/3/2021,30XX N Mango Ave,5.06,2.09,4.33,4.33,4.49,8.8,7.32,6.02,5.9,6.86,3.94,2.67,,,,,
602,11/8/2019,30XX N Oketo ,5.57,7.37,12.4,13.8,14.5,14.4,14.5,15.8,15.2,12.1,11.6,4.55,3.48,,,,
603,8/26/2021,30XX N Whipple Ave,6.63,17.5,20.7,27.3,27.6,26,24.7,23.1,20.5,20.4,12.9,6.46,,,,,
604,8/14/2018,30XX S Farrell St,4.7,4.94,5.62,7.46,12.4,15.6,15.2,14.1,14,10.8,5.26,4.86,,,,,
605,5/31/2018,30XX W Belden Ave,26.5,14.7,7.33,6.8,5.91,5.77,5.21,5.12,4.82,4.51,3.33,3.06,,,,,
606,2/5/2020,30XX W Chase Ave,21.8,17.4,15.4,15.3,20.7,28.2,28.5,26.2,24.3,16.8,20.5,7.07,5.42,5.07,4.67,,
607,3/21/2019,30XX W Diversey ,25.2,32,32.2,40,94.8,88,99.6,98.8,101,99.6,89.4,13.2,11.3,10.4,9.84,,
608,2/22/2017,30XX W Eastwood Ave,2.55,3.4,3.04,2.82,,,,,,,2.85,2.81,,,,,
609,6/2/2021,30XX W Fulton Blvd,5.5,7.71,16.4,33,18.8,16.7,13.7,12.1,11.2,11.2,,12.1,4.1,3.6,3.43,3.2,
610,9/18/2017,30XX W Warren Blvd,7.53,13.3,13.3,12.5,11.6,10.5,10.1,9,9.69,13.7,15,4.56,,,,,
611,12/17/2021,31XX N Bernard St,1.71,2.97,3.18,3.5,3.08,6.04,8.64,9.91,10.1,9.01,6.94,1.27,,,,,
612,12/6/2021,31XX N Clifton Ave,5.1,6.9,6.7,9,13,14,16,19,25,25,4.4,2.9,,,,,
613,10/1/2019,31XX N Oconto Ave,4.4,5.53,5.4,5.36,5.39,5.2,4.05,9.25,19.8,24,3.58,3.82,,,,,
614,9/15/2016,31XX N Osceola Ave,2.89,2.19,3.75,3.34,3.21,3.38,2.97,3.83,5.1,11.1,12.9,7.84,,,,,
615,12/7/2019,31XX N Richmond St,7.92,10.1,10.8,11.7,12.5,13.9,16.7,19.7,20.2,19.7,10.8,3.1,2.62,2.43,2.35,,
616,11/9/2018,31XX N Seminary Ave,9.79,10.1,9.24,15.9,14,13.3,16,9.35,5.11,4.64,3.8,3.65,,,,,
617,10/28/2019,31XX N St Louis ,7.34,15.8,35.7,33.7,19.6,16.7,16.2,17.5,16.2,15.2,7.47,5.03,,,,,
618,9/22/2018,31XX S Kedvale Ave,12.1,20.6,24.8,24.1,22.6,12.2,21.7,29.5,33,22.2,20,7.5,6.96,6.5,6.53,,
619,3/9/2020,31XX S Pulaski Rd,8.33,19.4,21.7,17.3,14.5,13.4,13.7,9.77,8.23,13.2,3.21,3.53,,,,,
620,8/29/2019,31XX W 103rd St,9.42,9.61,11,28.6,11,10.9,16.9,43.8,31.3,25.3,11.7,6.89,5.75,5.31,4.98,,
621,11/5/2016,31XX W 103rd St,5.42,7,7.52,7.67,8.3,20.2,21.4,19.6,17.6,18.8,16.4,3.38,,,,,
622,2/24/2020,31XX W Jarlath St,10.2,10.1,24.4,27.9,32.1,23.4,24.5,24.6,20.4,17.1,2.95,2.55,,,,,
623,6/17/2019,32XX N Albany ,4.27,6.14,7.16,13.2,14,11.6,9.96,8.56,6.4,6.88,5.88,5.67,,,,,
624,9/10/2021,32XX N Avers Ave,8.02,8.28,7.06,7.02,7.67,8.42,12.3,15.8,70,21,23.6,3.96,3.01,4.7,2.86,,
625,10/8/2019,32XX N Nottingham Ave,4.9,6.86,7.12,6.35,6.38,7.04,10.1,14,15.6,23.4,6.26,3.79,3.53,3.26,2.82,,
626,9/1/2021,32XX N Oketo Ave,9.4,9.4,9.7,9.9,11,13,15,15,15,13,,5.1,,,,,
627,1/15/2020,32XX N Plainfield Ave,3.68,4.04,3.22,2.96,3.51,3.75,6.98,7.27,9.62,11,1.27,1.07,,,,,
628,11/18/2017,32XX S Calumet Ave,9.54,14.1,17.4,18.1,19,18.8,19.7,19.6,19.7,,20,25.9,,,,,
629,10/30/2019,32XX S Carpenter,7.17,10.6,9.69,9.29,8.4,8.53,14.8,17.9,17.8,15.1,3.31,2.79,,,,,
630,7/16/2016,32XX S Carpenter St,4.76,6.95,8.5,9.83,11,12,13.1,19.2,25.3,24.2,14.1,4.21,,,,,
631,8/10/2018,32XX S Lituanica Ave,12.4,13.7,7.35,5.98,5.63,5.7,5.45,5.4,5.35,5.35,5.16,4.99,,,,,
632,8/27/2019,32XX S Lowe Ave,14,30.8,24.4,13,10.6,17.8,24.7,23,13,10.1,9.82,9,8.86,8.68,8.38,,
633,3/29/2019,32XX S Union ,7.41,6.82,10.6,10,12.9,15.4,15.5,12.9,10.8,9.89,6.66,2.03,,,,,
634,12/10/2021,32XX S Union Ave,11.1,13.8,11.2,9.46,9.59,9.04,9.09,9.02,8.17,6.54,3.52,2.86,2.88,2.66,2.51,,
635,10/27/2019,32XX W 112Th Pl,3.55,5.99,5.19,5.35,5.61,5.55,5.54,6.84,14.7,19.8,17.3,3.07,,,,,
636,9/13/2021,32XX W 84Th Pl,3.8,4.04,4.04,7.08,8.78,9.79,10.5,11.2,11.7,10.6,,6.61,,,,,
637,5/18/2019,32XX W Ardmore ,6.32,10.6,13.7,20.6,13.4,16.7,16.7,16.1,17.3,16,12.6,3.68,,,,,
638,1/30/2020,33XX N Kilpatrick Ave,3.75,4.99,4.99,4.78,5.32,6.76,5.67,4.37,3.96,3.79,1.75,1.21,,,,,
639,8/17/2019,33XX N Neva ,3.68,4.4,6.21,7.14,8.25,15,18.9,18.8,21.8,22.4,19.7,3.62,,,,,
640,12/1/2021,33XX N Newland Ave,5.2,6.2,7.3,7.3,7.6,7.8,8.8,9.9,12,12,5.5,3.2,3,2.9,2.8,,
641,5/28/2019,33XX N Odell ,3.46,4.36,4.57,4.67,4.82,4.93,5,5.04,4.48,4.12,3.27,1.93,,,,,
642,3/18/2020,33XX N Olcott Ave,4.19,5.41,5.46,5.19,8.01,13.5,12.8,11.6,10.7,7.46,2.74,1.36,,,,,
643,9/16/2019,33XX N Pacific ,8.1,8.9,10,11,17,16,18,18,20,25,15,5.6,4.9,4.5,4.5,,
644,9/20/2021,33XX N Plainfield Ave,7.97,10.3,17.4,25.1,22.6,21.2,19.5,19.9,20,21.4,20.1,5.01,4.21,3.69,3.47,,
645,3/2/2022,33XX N Pulaski Rd,1.37,1.88,2.82,1.75,1.44,1.4,1.07,0,0,0,,0,,,,,
646,3/7/2019,33XX N Ridgeway Ave,3.26,4.24,5.28,5.1,4.95,4.73,13.1,14.8,10.8,8.91,8.41,1.16,,,,,
647,5/18/2021,33XX S Calumet Ave,13.4,33.6,36.7,39.5,40.6,37.2,31.9,25.2,19,13.8,,8.05,6.77,5.99,5.98,5.2,
648,3/21/2022,33XX S Lowe Ave,9.4,18,21,20,17,15,13,11,9.4,7.6,5.7,5.2,4.9,5,4.6,,
649,9/27/2021,33XX S May St,8.8,19,19,7.9,7.9,12,13,12,11,14,8.2,6.1,,,,,
650,5/14/2019,33XX S Paulina St,4.27,4.82,4.73,4.46,5.09,5.02,5.36,5.37,5.49,5.67,17.4,3.07,,,,,
651,6/24/2019,33XX W Adams ,9.43,12.5,20.4,10.8,14.6,25,17.1,14.6,14.4,15.6,23.4,5.15,3.83,3.62,3.19,,
652,9/9/2016,34XX N Avers Ave,3.98,2.36,2.88,6.44,5.63,5.02,4.15,3.92,3.06,2.76,,2.53,,,,,
653,5/31/2017,34XX N Hamilton Ave,0,13.6,1.3,3.4,2.66,2.75,2.26,0,0,0,0,0,,,,,
654,8/5/2019,34XX N Kilbourn ,4.42,5.05,5.58,9.78,18.7,20.9,20.2,18.7,15.6,13.4,13.1,16.1,4.87,4.07,3.88,,
655,1/26/2017,34XX N Kildare Ave,15.6,45.6,40,43.8,42.5,37.8,33.3,26.6,25.3,22.2,21.2,6.13,,,,,
656,9/15/2018,34XX N Kildare Ave,13,16.4,17.4,19.7,21.4,30,28.9,29.8,30.3,29,18.7,8.97,8.15,7.66,7.44,,
657,8/1/2021,34XX N Neva Ave,7.39,4.94,5.44,6.4,8.96,11.2,11,12.2,13.6,14.1,21.4,3.62,,,,,
658,3/11/2017,34XX N Opal Ave,7.11,9.32,12.9,23.9,30,19.5,17.8,12,14.7,13.8,3.68,3.66,,,,,
659,5/20/2017,34XX N Pacific Ave*******,11.8,16.5,19.2,35.9,30.7,22.6,26.7,28.4,28,25.4,21.5,6.01,,,,,
660,8/24/2017,34XX N Pacific Ave*******,14.6,17.4,17.5,24.3,22.1,26.4,29.9,28.5,28.7,28.2,25.3,10.2,,,,,
661,3/6/2018,34XX N Pacific Ave*******,11.1,13.2,14.4,13.3,13.6,13.8,16.6,19.6,23.2,23.4,16.4,5.23,4.73,3.88,6.34,,
662,9/13/2018,34XX N Pacific Ave*******,12.2,12.5,20.8,18.2,35.4,27,26.6,28.3,30.2,28,26.6,9.55,8.55,8.14,7.62,,
663,11/21/2018,34XX N Pacific Ave*******,14.2,14.6,15.4,16,16.3,20.9,26,26.5,27.3,25,18.2,5.07,4.39,4.14,3.94,,
664,12/17/2018,34XX N Pacific Ave*******,4.76,4.1,4.86,5.74,10.5,11,19.1,22.4,21.7,21.7,15.4,3.32,3.3,2.88,2.93,,
665,3/25/2019,34XX N Pacific Ave*******,11,11,10,11,12,13,13,13,15,13,11,3.4,3.2,3,2.9,,
666,12/19/2019,34XX N Panama Ave,18,23,24.1,24.8,24.6,23.9,23.6,22.5,21.8,21.4,14.9,7.52,6.84,6.34,5.98,,
667,9/30/2019,34XX N Tripp Ave,9.36,11.6,13.7,14.5,15.3,14,14.5,17.9,22,23.2,23.1,8.7,4.43,4.14,3.84,,
668,10/1/2021,34XX N Tripp Ave,7.1,8.52,8.97,9.18,9.14,9.3,8.72,14.3,19.8,22.5,24.6,10.3,3.69,3.55,3.52,,
669,6/9/2021,34XX N Tripp Ave,5.33,6.23,6.86,7.1,7.28,7.72,7.19,10.9,14.7,16.5,,,17.7,8.36,2.86,2.8,
670,1/31/2020,34XX S Aberdeen St,3.92,4.2,3.41,3.42,4.04,10.2,11.2,4.73,8.98,9.07,1.29,1.02,,,,,
671,2/28/2022,34XX S Hermitage Ave,8.7,8.3,8.3,7.6,5.4,4.9,4.6,4.5,4,3.9,3.9,3.3,3.2,3,2.8,,
672,6/4/2021,34XX S Paulina St,3.28,5.6,6.22,9.16,9.62,9.08,8.42,8.51,7.54,7.41,,5.08,4.86,4.5,4.28,4.58,
673,8/18/2016,34XX S Union Ave**,7.66,7.64,7.3,7.3,7.05,6.94,8.12,10.9,13.6,,,15,,,,,
674,12/20/2016,34XX S Union Ave**,6.62,7.45,7.42,6.86,6.27,6.23,6.03,7.08,12,14.9,9.94,4.1,,,,,
675,9/25/2019,34XX W 115Th St,12.8,15.4,16.9,15.8,18.5,22.6,24.9,29.1,29,29.9,28.7,7.83,,,,,
676,6/19/2019,34XX W 116Th St,5.18,8.91,11.8,10,13.4,29.6,33.2,28.4,27.8,28.4,10.5,2.81,,,,,
677,11/13/2017,34XX W 66Th Pl,4.83,6.05,12.6,15.7,17.6,19.2,20.7,21.3,20.8,18.2,12.6,4,,,,,
678,4/1/2021,34XX W 82Nd Pl,8.11,11.9,20.2,247,31.8,41.2,48.6,48.2,43.5,42.3,,5.57,3.38,3.1,3.09,2.75,
679,1/25/2022,34XX W Beach Ave,2.2,3.4,4,4.1,4,5.1,9.6,16,13,11,11,2.1,,,,,
680,8/17/2021,34XX W Beach Ave,4.76,5.53,6.75,6.11,6.01,6,6.52,8.42,10.7,14.5,16.6,2.74,,,,,
681,8/16/2021,34XX W Hirsch St,6.21,7.97,8.75,8.36,7.87,8.67,14.1,18.9,22.4,24.7,21.7,5.18,4.42,4.2,4.17,,
682,3/9/2020,34XX W Medill Ave,5.58,8.21,21.6,27.5,26.8,20.9,17.2,13.1,14.3,10.6,2.91,2.51,,,,,
683,2/13/2020,34XX W Melrose St,12.3,19.4,21.9,20.9,19.2,18,15.9,14.6,17.7,23.6,7.14,4.73,,,,,
684,10/7/2021,34XX W Monroe St,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
685,12/16/2019,34XX W Wrightwood Ave,4.85,4.24,4.35,4.04,4.21,9.06,13.6,19.2,16.2,10.1,1.58,1.32,,,,,
686,8/4/2021,34XX W Wrightwood Ave,7.3,9.12,17,16,17.8,18.6,7.1,14.4,14.1,,13.1,7.39,3.31,3.1,2.88,,
687,8/22/2019,35XX N Damen Ave,23.8,11.4,10.5,26.3,29.6,33.7,34.2,30.8,23.7,17.9,3.42,2.99,,,,,
688,7/20/2018,35XX N Kolmar Ave,8.14,9.82,10.4,10.9,10.8,17.6,20.6,22.1,21.3,20.4,26.9,7.6,,,,,
689,2/27/2019,35XX N Kolmar Ave,19.1,3.96,3.88,3.88,4.07,10,14.1,13.2,13.9,16.8,8.26,0,,,,,14.5
690,10/25/2021,35XX N Leaveitt St,11,12,23,28,26,25,25,24,26,32,32,21,8.2,7.5,7,,
691,6/6/2019,35XX N Lowell ,5.8,8.5,30.9,38.2,25.1,20.6,18.7,16.6,21.2,20.4,7.88,4.27,,,,,
692,1/21/2020,35XX N Oriole Ave,2.28,3.67,10.5,8.09,7.1,9.26,11.6,10.3,10.3,9.06,5.38,1.64,,,,,
693,10/26/2019,35XX N Ozark Ave,1.65,2.92,2.47,1.83,1.9,3.44,5.99,12.3,11.8,8.99,2.99,1.33,1.25,1.25,1.2,,
694,1/31/2020,35XX N Seeley Ave,1.65,2.52,0.97,2.76,2.88,4.89,14.6,18.4,16.5,14.7,1.84,1.34,,,,,
695,5/9/2017,35XX S Dr Martin Luther King Jr Dr**,15.3,26,40.2,38.8,48.2,45.5,38.5,33.9,42.1,24.7,12.3,6.2,,,,,
696,8/3/2017,35XX S Dr Martin Luther King Jr Dr**,17.2,34.4,38.7,35.9,40.5,40.6,34.8,35.7,32.5,29.5,15.5,9.62,,,,,
697,8/10/2018,35XX S Hoyne Ave,11.3,15,20.6,22.1,16.4,16.4,17.6,15.8,16.7,15.5,15.8,9.64,,,,,
698,8/3/2019,35XX W 53Rd Pl,2.25,2.64,4.08,4.17,4.53,5.04,4.35,4.17,8.26,11.3,10.7,1.36,1.31,1.15,1.17,,
699,11/10/2021,35XX W 72Nd St,3.42,3.1,4.41,4.81,4.14,3.29,3.35,4.74,5.34,5.05,3.85,1.4,1.48,1.5,1.35,,
700,11/22/2021,35XX W 73Rd St**,8.8,15,12,11,15,16,16,15,14,14,12,2.8,2.4,2.3,11,,
701,4/15/2022,35XX W 73Rd St**,5.17,6.88,7.05,8.64,10.3,9.75,8.64,7.12,5.93,5.43,1.62,1.23,1.23,1.27,1.1,,
702,2/10/2022,35XX W 77Th Pl,5.7,6,5.6,4.6,4.3,8.8,15,16,14,13,7.5,1.5,,,,,
703,1/28/2020,35XX W Congress Pkwy,4.22,5.79,7.73,8.01,7.42,7.03,6.62,7.12,8.46,8.33,6.81,2.08,1.87,1.74,1.64,,
704,8/2/2018,35XX W Evergreen Ave,5.68,5.59,6.2,5.39,6.02,9.8,15.3,15.8,17.1,20.5,20.7,3.4,,,,,
705,3/5/2020,35XX W Hirsch St,9.25,10.2,14.9,41.4,19.6,13.3,13.8,8.05,8.34,10.4,11.2,2.95,2.72,2.55,2.41,,
706,2/17/2022,35XX W Melrose St,170,74,42,14,12,14,17,65,12,6.7,4.3,6,3,4.4,3,,
707,1/26/2022,35XX W Pierce  Ave,3.8,5.1,5.2,5.9,6.8,7.6,7.2,9.7,17,19,11,1.7,,,,,
708,2/15/2019,35XX W Pierce Ave,4.56,491,420,231,73.7,39.6,29.7,32.4,24.7,11,6.59,3.14,,,,,
709,1/14/2017,35XX W Pierce Ave,3.46,3.26,3.25,3.92,3.95,3.34,3.17,2.97,2.18,2,1.96,1.61,,,,,
710,8/28/2019,36XX N Artesian Ave,3.86,5.6,5.91,6.21,4.25,7.82,9.76,10.4,10.1,9.91,4.29,3.71,,,,,
711,3/28/2019,36XX N Campbell ,13.6,14.1,15.6,12.8,21.2,33.1,34,29.8,28.3,29.9,13.8,3.17,,,,,
712,9/1/2021,36XX N Christiana Ave,3.15,3.9,4.4,4.64,4.69,4.79,5.5,9.06,21.2,25.2,2.78,2.25,,,,,
713,3/4/2020,36XX N Harding Ave,6.82,6.3,9.49,18.8,17.3,14.4,14.1,13.4,12.7,12.5,2.2,1.59,,,,,
714,10/1/2018,36XX N Kimball Ave,7.44,7.28,6.5,6.5,7.51,6.02,5.51,5.21,6.54,19.3,24.9,3.64,,,,,
715,10/13/2021,36XX N Sacramento Ave,8.24,20.5,9.36,6.04,9.02,20.8,13.1,10.1,15.9,19.3,16.5,3.8,,,,,
716,1/31/2022,36XX N Sacramento Ave,10,8.8,7.9,7.6,7.1,7.9,7.8,7.1,4,2.9,2.6,2.4,2.2,10,9.6,,
717,2/10/2020,36XX N Tripp Ave,7.2,19.2,26.1,14.2,13.1,13.8,11.8,12,11.7,11.3,14.3,12.9,,,,,
718,8/17/2019,36XX S Hoyne ,355,41,37.9,6.35,3.36,1.49,1.57,1.26,1.58,1.31,1.4,0.754,,,,,
719,7/27/2021,36XX S Wallace Ave,1.03,1.13,1.78,2.04,2.12,2.02,2.18,2.49,2.16,1.78,,1.34,7.9,1.08,0,0,
720,7/27/2016,36XX S Winchester Ave,6.52,6.58,7.38,4.9,9.17,10.7,8.88,8.11,9.26,10.5,8.89,5.23,,,,,
721,2/25/2019,36XX W 107Th ,9.97,17.3,17.5,24.1,27,23.7,23,21.2,17.7,15.7,2.25,2.08,,,,,
722,5/16/2016,36XX W 115Th St,2.09,2.11,2.12,2.23,2.24,2.26,2.25,2.06,1.87,1.82,1.75,1.65,,,,,
723,2/23/2022,36XX W 117Th St,8.1,7,8.3,7.1,14,17,14,13,13,12,14,1.7,,,,,
724,1/27/2020,36XX W 79Th Pl,14.7,12.6,24.7,12.9,8.37,8.24,9.29,10.1,7.23,6.69,4.41,2.2,,,,,
725,6/11/2018,36XX W 79Th Pl,24.1,10.8,13.3,11,13.6,17,18,18.6,17.5,16.8,19.4,5.43,,,,,
726,12/20/2017,36XX W 86Th St,7.1,6.4,6.45,6.9,13.2,14.3,13.2,12.5,11.9,12,12.5,3.14,,,,,
727,7/28/2021,36XX W Wrightwood Ave,6.51,7.81,10.7,11,11.5,11,11.8,12.3,13.9,14,19.5,6.21,5.12,4.59,4.23,,
728,12/1/2021,36XX W Wrightwood Ave,4.7,5.4,6.1,6.3,7.3,7.3,7.5,7.8,7.6,7.7,9.7,4.9,2.5,2.3,2.1,,
729,9/17/2019,37XX N Bell Ave,7.27,8.93,12,11.9,12,12,11.4,11.3,8.91,8.26,6.13,5.14,4.97,4.8,4.6,,
730,9/6/2019,37XX N Kostner Ave,4.2,4.32,7,7.42,8.45,10.3,10.8,13.4,,,15.3,17.1,12.3,3.78,3.34,,
731,7/22/2019,37XX N Lawndale ,3.01,3.27,3.87,4.5,5.08,4.88,5.09,8.4,11.2,12.1,7.79,2.69,2.65,2.43,2.42,,
732,12/2/2019,37XX N Leaveitt St,9.76,8.39,13.5,9.82,9.42,10.7,10.3,9.43,10.3,9.56,3.61,3.35,3.16,3,2.8,,
733,11/26/2016,37XX N Olcott Ave,8.58,3.73,9.87,7.31,5.03,9.98,6.04,6.09,6.71,10.8,1.27,1.02,,,,,
734,12/21/2018,37XX N Paulina ,8.22,7.82,9.15,8.3,6.82,6.05,6.04,5,4.68,2.95,1.89,1.75,,,,,
735,11/29/2019,37XX N Plainfield Ave,7.98,8.95,8.77,9.81,23.1,79,64.4,49,38.1,37.9,28.8,4.78,4.13,4.48,3.38,,
736,7/17/2019,37XX N Richmond ,6.32,5.72,4.09,3.95,10.6,19.2,20.6,20.2,12,13.6,4.56,3.77,,,,,
737,1/15/2019,37XX N Sacramento ,4.92,6.91,8.97,8.06,11.1,11.2,11.5,12,10.7,9.15,3.78,3.15,3.06,2.63,2.68,,
738,9/18/2019,37XX N Whipple St,2.91,4.15,5.39,6.61,6.93,7.15,7.4,7.19,7.02,7.65,8.59,43.7,8.55,6.36,5.63,,
739,10/20/2016,37XX N Whipple St,6.31,7.7,8.06,8.41,14.2,24.4,24.9,24,24.8,32.3,13.1,2.77,,,,,
740,11/4/2019,37XX S Lowe ,7.58,13.6,14.4,14,11.3,13.7,8.72,4.72,4.05,3.75,3.67,3.42,,,,,
741,12/28/2019,37XX S Union Ave,14.1,4.42,3.5,3.21,3.23,3.31,2.88,2.82,2.82,2.77,2.58,2.41,,,,,
742,3/6/2020,37XX S Wallace St,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,
743,6/10/2019,37XX W 103Rd St,5.28,5.24,5.41,6.09,8.81,15.3,17.6,18.1,18.7,18.6,12.4,2.7,,,,,
744,10/13/2021,37XX W 50Th Pl,5.25,7.36,7.34,6.96,7.28,7.63,7.55,0.46,7.82,6.97,0,0,,,,,
745,10/12/2021,37XX W 54Th St,7.84,6.44,5.92,7.86,10.4,13.8,16.2,17.1,20,20.7,14.2,4.32,,,,,
746,3/12/2019,37XX W 60Th Pl,6,6.88,6.64,6.75,7.24,7.06,6.36,5.49,5.03,4.17,,,1.97,,,,
747,9/8/2021,37XX W 60Th Pl**,11,12,11,12,12,12,13,12,12,11,,,,9.6,,,
748,2/14/2019,37XX W Ohio ,7.4,8.14,8.18,8.05,8.98,8.88,8.57,8.18,8.33,11.7,13.9,9.39,6.67,6.04,5.17,,
749,5/31/2019,38XX N Albany ,0,0,0,1.5,1.29,1.77,2.32,2.37,2.62,2.53,2.27,1.17,,,,,
750,9/17/2019,38XX N Avers Ave,14.9,21.8,26.9,25,26.7,29.1,21.4,20.3,15.3,10.1,8.2,7.56,,,,,
751,7/26/2019,38XX N Hoyne ,3.2,5.46,3.73,3.7,3.98,5,12,19.6,20.3,23.6,4.87,3.99,,,,,
752,11/19/2021,38XX N Janssen Ave,11,15,17,14,18,21,22,27,15,7.1,3.4,3.2,,,,,
